,utter_1,utter_2,label,split_tag
1044,"""I dare say she will; she has got over the most trying age.""","""Did you go by the village of Kympton?""",response,train
1045,"""Did you go by the village of Kympton?""","""I do not recollect that we did.""",response,train
1046,"""I do not recollect that we did.""","""I mention it, because it is the living which I ought to have had. A most       delightful place!—Excellent Parsonage House! It would have suited me       in every respect.""",response,train
1047,"""I mention it, because it is the living which I ought to have had. A most       delightful place!—Excellent Parsonage House! It would have suited me       in every respect.""","""How should you have liked making sermons?""",response,train
1048,"""How should you have liked making sermons?""","""Exceedingly well. I should have considered it as part of my duty, and the       exertion would soon have been nothing. One ought not to repine;—but,       to be sure, it would have been such a thing for me! The quiet, the       retirement of such a life would have answered all my ideas of happiness!       But it was not to be. Did you ever hear Darcy mention the circumsance,       when you were in Kent?""",response,train
1049,"""Exceedingly well. I should have considered it as part of my duty, and the       exertion would soon have been nothing. One ought not to repine;—but,       to be sure, it would have been such a thing for me! The quiet, the       retirement of such a life would have answered all my ideas of happiness!       But it was not to be. Did you ever hear Darcy mention the circumsance,       when you were in Kent?""","""I have heard from authority, which I thought as good, that it was       left you conditionally only, and at the will of the present patron.""",response,train
1050,"""I have heard from authority, which I thought as good, that it was       left you conditionally only, and at the will of the present patron.""","""You have. Yes, there was something in that; I told you so from the       first, you may remember.""",response,train
1051,"""You have. Yes, there was something in that; I told you so from the       first, you may remember.""","""I did hear, too, that there was a time, when sermon-making was not       so palatable to you as it seemsto be at present; that you actually       declared your resolution of never taking orders, and that the business had       been compromised accordingly.""",response,train
1052,"""I did hear, too, that there was a time, when sermon-making was not       so palatable to you as it seemsto be at present; that you actually       declared your resolution of never taking orders, and that the business had       been compromised accordingly.""","""You did! and it was not wholly without foundation. You may remember what       I told you on that point, when first we talked of it.""",response,train
1053,"""You did! and it was not wholly without foundation. You may remember what       I told you on that point, when first we talked of it.""","""Come, Mr Wickham, we are brother and sister, you know. Do not let us       quarrel about the past. In future, I hope we shall be always of one mind.""",part,train
1054,"""Come, Mr Wickham, we are brother and sister, you know. Do not let us       quarrel about the past. In future, I hope we shall be always of one mind.""","""Oh! my dear Lydia,"" [N] ""when shall we meet again?""",not_pair,train
1055,"""Oh! my dear Lydia,"" [N] ""when shall we meet again?""","""Oh, lord! I don't know. Not these two or three years, perhaps.""",response,train
1056,"""Oh, lord! I don't know. Not these two or three years, perhaps.""","""Write to me very often, my dear.""",response,train
1057,"""Write to me very often, my dear.""","""As often as I can. But you know married women have never much time for       writing. My sisters may write to me. They will have nothing else to       do.""",response,train
1058,"""As often as I can. But you know married women have never much time for       writing. My sisters may write to me. They will have nothing else to       do.""","""He is as fine a fellow,"" [N] ""as ever I saw. He simpers, and smirks, and makes love to us all. I       am prodigiously proud of him. I defy even Sir William Lucas himslf to       produce a more valuable son-in-law.""",not_pair,train
1059,"""He is as fine a fellow,"" [N] ""as ever I saw. He simpers, and smirks, and makes love to us all. I       am prodigiously proud of him. I defy even Sir William Lucas himslf to       produce a more valuable son-in-law.""","""I often think,"" [N] ""that there is nothing so bad as parting with       one's friends. One seemsso forlorn without them.""",not_pair,train
1060,"""I often think,"" [N] ""that there is nothing so bad as parting with       one's friends. One seemsso forlorn without them.""","""This is the consequence, you see, Madam, of marrying a daughter,"" [N] ""It must make you better satisfied that your other four are       single.""",response,train
1061,"""This is the consequence, you see, Madam, of marrying a daughter,"" [N] ""It must make you better satisfied that your other four are       single.""","""It is no such thing. Lydia does not leave me because she is married, but       only because her husband's regiment happens to be so far off. If that had       been nearer, she would not have gone so soon.""",response,train
1062,"""It is no such thing. Lydia does not leave me because she is married, but       only because her husband's regiment happens to be so far off. If that had       been nearer, she would not have gone so soon.""","""Well, well, and so Mr Bingley is coming down, sister,"" [N] ""Well, so much the better. Not that       I care about it, though. He is nothing to us, you know, and I am sure I       never want to see him again. But, however, he is very welcome to come to       Netherfield, if he likes it. And who knows what may happen? But       that is nothing to us. You know, sister, we agreed long ago never to       mention a word about it. And so, is it quite certain he is coming?""",not_pair,train
1063,"""Well, well, and so Mr Bingley is coming down, sister,"" [N] ""Well, so much the better. Not that       I care about it, though. He is nothing to us, you know, and I am sure I       never want to see him again. But, however, he is very welcome to come to       Netherfield, if he likes it. And who knows what may happen? But       that is nothing to us. You know, sister, we agreed long ago never to       mention a word about it. And so, is it quite certain he is coming?""","""You may depend on it,"" [N] ""for Mrs Nicholls was in       Meryton last night; I saw her passing by, and went out myself on purpose       to know the truth of it; and she told me that it was certain true. He       comes down on Thursday at the latest, very likely on Wednesday. She was       going to the butcher's, she told me, on purpose to order in some meat on       Wednesday, and she has got three couple of ducks just fit to be killed.""",response,train
1064,"""You may depend on it,"" [N] ""for Mrs Nicholls was in       Meryton last night; I saw her passing by, and went out myself on purpose       to know the truth of it; and she told me that it was certain true. He       comes down on Thursday at the latest, very likely on Wednesday. She was       going to the butcher's, she told me, on purpose to order in some meat on       Wednesday, and she has got three couple of ducks just fit to be killed.""","""I saw you look at me to-day, Lizzy, when my aunt told us of the present       report; and I know I appeared distressed. But don't imagine it was from       any silly cause. I was only confused for the moment, because I felt that I       should be looked at. I do assure you that the news does not affect       me either with pleasure or pain. I am glad of one thing, that he comes       alone; because we shall see the less of him. Not that I am afraid of myself,       but I dread other people's remarks.""",not_pair,train
1065,"""I saw you look at me to-day, Lizzy, when my aunt told us of the present       report; and I know I appeared distressed. But don't imagine it was from       any silly cause. I was only confused for the moment, because I felt that I       should be looked at. I do assure you that the news does not affect       me either with pleasure or pain. I am glad of one thing, that he comes       alone; because we shall see the less of him. Not that I am afraid of myself,       but I dread other people's remarks.""","""Yet it is hard,"" [N] ""that this poor man cannot come       to a house which he has legally hired, without raising all this       speculation! I will leave him to himslf.""",not_pair,train
1066,"""Yet it is hard,"" [N] ""that this poor man cannot come       to a house which he has legally hired, without raising all this       speculation! I will leave him to himslf.""","""As soon as ever Mr Bingley comes, my dear,"" [N] ""you will       wait on him of course.""",not_pair,train
1067,"""As soon as ever Mr Bingley comes, my dear,"" [N] ""you will       wait on him of course.""","""No, no. You forced me into visiting him last year, and promised, if I       went to see him, he should marry one of my daughters. But it ended in       nothing, and I will not be sent on a fool's errand again.""",response,train
1068,"""No, no. You forced me into visiting him last year, and promised, if I       went to see him, he should marry one of my daughters. But it ended in       nothing, and I will not be sent on a fool's errand again.""","""'Tis an etiquette I despise,"" [N] ""If he wants our society, let him       seek it. He knows where we live. I will not spend my hours in running       after my neighbours every time they go away and come back again.""",part,train
1069,"""'Tis an etiquette I despise,"" [N] ""If he wants our society, let him       seek it. He knows where we live. I will not spend my hours in running       after my neighbours every time they go away and come back again.""","""Well, all I know is, that it will be abominably rude if you do not wait       on him. But, however, that shan't prevent my asking him to dine here, I am       determined. We must have Mrs Long and the Gouldings soon. That will make       thirteen with ourselves, so there will be just room at table for him.""",response,train
1070,"""Well, all I know is, that it will be abominably rude if you do not wait       on him. But, however, that shan't prevent my asking him to dine here, I am       determined. We must have Mrs Long and the Gouldings soon. That will make       thirteen with ourselves, so there will be just room at table for him.""","""I begin to be sorry that he comes at all,"" [N] ""It       would be nothing; I could see him with perfect indifference, but I can       hardly bear to hear it thus perpetually talked of. My mother means well;       but she does not know, no one can know, how much I suffer from what she       says. Happy shall I be, when his stay at Netherfield is over!""",not_pair,train
1071,"""I begin to be sorry that he comes at all,"" [N] ""It       would be nothing; I could see him with perfect indifference, but I can       hardly bear to hear it thus perpetually talked of. My mother means well;       but she does not know, no one can know, how much I suffer from what she       says. Happy shall I be, when his stay at Netherfield is over!""","""I wish I could say anything to comfort you,"" [N] ""but it       is wholly out of my power. You must feel it; and the usual satisfaction of       preaching patience to a sufferer is denied me, because you have always so       much.""",response,train
1072,"""I wish I could say anything to comfort you,"" [N] ""but it       is wholly out of my power. You must feel it; and the usual satisfaction of       preaching patience to a sufferer is denied me, because you have always so       much.""","""There is a gentleman with him, mamma,"" [N] ""who can it be?""",not_pair,train
1073,"""There is a gentleman with him, mamma,"" [N] ""who can it be?""","""Some acquaintance or other, my dear, I suppose; I am sure I do not know.""",response,train
1074,"""Some acquaintance or other, my dear, I suppose; I am sure I do not know.""","""La!"" [N] ""it looks just like that man that used to be with him       before. Mr what's-his-name. That tall, proud man.""",response,train
1075,"""La!"" [N] ""it looks just like that man that used to be with him       before. Mr what's-his-name. That tall, proud man.""","""Good gracious! Mr Darcy!—and so it does, I vow. Well, any friend       of Mr Bingley's will always be welcome here, to be sure; but else I must       say that I hate the very sight of him.""",response,train
1076,"""Good gracious! Mr Darcy!—and so it does, I vow. Well, any friend       of Mr Bingley's will always be welcome here, to be sure; but else I must       say that I hate the very sight of him.""","""Let me first see how he behaves,"" [N] ""it will then be early enough       for expectation.""",not_pair,train
1077,"""Let me first see how he behaves,"" [N] ""it will then be early enough       for expectation.""","""Could I expect it to be otherwise!"" [N] ""Yet why did he come?""",not_pair,train
1078,"""Could I expect it to be otherwise!"" [N] ""Yet why did he come?""","""It is a long time, Mr Bingley, since you went away,"" [N]",not_pair,train
1079,"""It is a long time, Mr Bingley, since you went away,"" [N]","""I began to be afraid you would never come back again. People did       say you meant to quit the place entirely at Michaelmas; but, however, I       hope it is not true. A great many changes have happened in the       neighbourhood, since you went away. MissLucas is married and settled. And       one of my own daughters. I suppose you have heard of it; indeed, you must       have seen it in the papers. It was in The Times and The Courier, I know;       though it was not put in as it ought to be. It was only said, 'Lately,       George Wickham, Esq. to MissLydia Bennet,' without there being a syllable       said of her father, or the place where she lived, or anything. It was my       brother Gardiner's drawing up too, and I wonder how he came to make such       an awkward business of it. Did you see it?""",part,train
1080,"""I began to be afraid you would never come back again. People did       say you meant to quit the place entirely at Michaelmas; but, however, I       hope it is not true. A great many changes have happened in the       neighbourhood, since you went away. MissLucas is married and settled. And       one of my own daughters. I suppose you have heard of it; indeed, you must       have seen it in the papers. It was in The Times and The Courier, I know;       though it was not put in as it ought to be. It was only said, 'Lately,       George Wickham, Esq. to MissLydia Bennet,' without there being a syllable       said of her father, or the place where she lived, or anything. It was my       brother Gardiner's drawing up too, and I wonder how he came to make such       an awkward business of it. Did you see it?""","""It is a delightful thing, to be sure, to have a daughter well married,"" [N] ""but at the same time, Mr Bingley, it is very hard       to have her taken such a way from me. They are gone down to Newcastle, a       place quite northward, it seems and there they are to stay I do not know       how long. His regiment is there; for I suppose you have heard of his       leaving the ——shire, and of his being gone into the regulars.       Thank Heaven! he has some friends, though perhaps not so many as he       deserves.""",part,train
1081,"""It is a delightful thing, to be sure, to have a daughter well married,"" [N] ""but at the same time, Mr Bingley, it is very hard       to have her taken such a way from me. They are gone down to Newcastle, a       place quite northward, it seems and there they are to stay I do not know       how long. His regiment is there; for I suppose you have heard of his       leaving the ——shire, and of his being gone into the regulars.       Thank Heaven! he has some friends, though perhaps not so many as he       deserves.""","""When you have killed all your own birds, Mr Bingley,"" [N] ""I beg you will come here, and shoot as many as you please on Mr Bennet's       manor. I am sure he will be vastly happy to oblige you, and will save all       the best of the covies for you.""",part,train
1082,"""When you have killed all your own birds, Mr Bingley,"" [N] ""I beg you will come here, and shoot as many as you please on Mr Bennet's       manor. I am sure he will be vastly happy to oblige you, and will save all       the best of the covies for you.""","""The first wish of my heart,"" [N] ""is never more to be in       company with either of them. Their society can afford no pleasure that       will atone for such wretchedness as this! Let me never see either one or       the other again!""",not_pair,train
1083,"""The first wish of my heart,"" [N] ""is never more to be in       company with either of them. Their society can afford no pleasure that       will atone for such wretchedness as this! Let me never see either one or       the other again!""","""You are quite a visit in my debt, Mr Bingley,"" [N] ""for when you       went to town last winter, you promised to take a family dinner with us, as       soon as you returned. I have not forgot, you see; and I assure you, I was       very much disappointed that you did not come back and keep your       engagement.""",not_pair,train
1084,"""You are quite a visit in my debt, Mr Bingley,"" [N] ""for when you       went to town last winter, you promised to take a family dinner with us, as       soon as you returned. I have not forgot, you see; and I assure you, I was       very much disappointed that you did not come back and keep your       engagement.""","""Why, if he came only to be silent, grave, and indifferent,"" [N] ""did he come at all?""",not_pair,train
1085,"""Why, if he came only to be silent, grave, and indifferent,"" [N] ""did he come at all?""","""He could be still amiable, still pleasing, to my uncle and aunt, when he       was in town; and why not to me? If he fears me, why come hither? If he no       longer cares for me, why silent? Teasing, teasing, man! I will think no       more about him.""",part,train
1086,"""He could be still amiable, still pleasing, to my uncle and aunt, when he       was in town; and why not to me? If he fears me, why come hither? If he no       longer cares for me, why silent? Teasing, teasing, man! I will think no       more about him.""","""Now,"" [N] ""that this first meeting is over, I feel perfectly easy.       I know my own strength, and I shall never be embarrassed again by his       coming. I am glad he dines here on Tuesday. It will then be publicly seen       that, on both sides, we meet only as common and indifferent acquaintance.""",not_pair,train
1087,"""Now,"" [N] ""that this first meeting is over, I feel perfectly easy.       I know my own strength, and I shall never be embarrassed again by his       coming. I am glad he dines here on Tuesday. It will then be publicly seen       that, on both sides, we meet only as common and indifferent acquaintance.""","""Yes, very indifferent indeed,"" [N] ""Oh, Jane,       take care.""",response,train
1088,"""Yes, very indifferent indeed,"" [N] ""Oh, Jane,       take care.""","""My dear Lizzy, you cannot think me so weak, as to be in danger now?""",response,train
1089,"""My dear Lizzy, you cannot think me so weak, as to be in danger now?""","""I think you are in very great danger of making him as much in love with       you as ever.""",response,train
1090,"""I think you are in very great danger of making him as much in love with       you as ever.""","""If he does not come to me, then,"" [N] ""I shall give him up       for ever.""",not_pair,train
1091,"""If he does not come to me, then,"" [N] ""I shall give him up       for ever.""","""The men shan't come and part us, I am determined. We want none of them;       do we?""",response,train
1092,"""The men shan't come and part us, I am determined. We want none of them;       do we?""","""A man who has once been refused! How could I ever be foolish enough to       expect a renewal of his love? Is there one among the sex, who would not       protest against such a weakness as a second proposal to the same woman?       There is no indignity so abhorrent to their feelings!""",response,train
1093,"""A man who has once been refused! How could I ever be foolish enough to       expect a renewal of his love? Is there one among the sex, who would not       protest against such a weakness as a second proposal to the same woman?       There is no indignity so abhorrent to their feelings!""","""Is your sister at Pemberley still?""",not_pair,train
1094,"""Is your sister at Pemberley still?""","""Yes, she will remain there till Christmas.""",response,train
1095,"""Yes, she will remain there till Christmas.""","""And quite alone? Have all her friends left her?""",response,train
1096,"""And quite alone? Have all her friends left her?""","""Mrs Annesley is with her. The others have been gone on to Scarborough,       these three weeks.""",response,train
1097,"""Mrs Annesley is with her. The others have been gone on to Scarborough,       these three weeks.""","""Well girls,"" [N] ""What say       you to the day? I think every thing has passed off uncommonly well, I       assure you. The dinner was as well dressed as any I ever saw. The venison       was roasted to a turn—and everybody said they never saw so fat a       haunch. The soup was fifty times better than what we had at the Lucases'       last week; and even Mr Darcy acknowledged, that the partridges were       remarkably well done; and I suppose he has two or three French cooks at       least. And, my dear Jane, I never saw you look in greater beauty. Mrs       Long said so too, for I asked her whether you did not. And what do you       think she said besides? 'Ah! Mrs Bennet, we shall have her at Netherfield       at last.' She did indeed. I do think Mrs Long is as good a creature as       ever lived—and her nieces are very pretty behaved girls, and not at       all handsome: I like them prodigiously.""",not_pair,train
1098,"""Well girls,"" [N] ""What say       you to the day? I think every thing has passed off uncommonly well, I       assure you. The dinner was as well dressed as any I ever saw. The venison       was roasted to a turn—and everybody said they never saw so fat a       haunch. The soup was fifty times better than what we had at the Lucases'       last week; and even Mr Darcy acknowledged, that the partridges were       remarkably well done; and I suppose he has two or three French cooks at       least. And, my dear Jane, I never saw you look in greater beauty. Mrs       Long said so too, for I asked her whether you did not. And what do you       think she said besides? 'Ah! Mrs Bennet, we shall have her at Netherfield       at last.' She did indeed. I do think Mrs Long is as good a creature as       ever lived—and her nieces are very pretty behaved girls, and not at       all handsome: I like them prodigiously.""","""It has been a very agreeable day,"" [N] ""The       party seemed so well selected, so suitable one with the other. I hope we       may often meet again.""",not_pair,train
1099,"""It has been a very agreeable day,"" [N] ""The       party seemed so well selected, so suitable one with the other. I hope we       may often meet again.""","""Lizzy, you must not do so. You must not suspect me. It mortifies me. I       assure you that I have now learnt to enjoy his conversation as an       agreeable and sensible young man, without having a wish beyond it. I am       perfectly satisfied, from what his manners now are, that he never had any       design of engaging my affection. It is only that he is blessed with       greater sweetness of address, and a stronger desire of generally pleasing,       than any other man.""",part,train
1100,"""Lizzy, you must not do so. You must not suspect me. It mortifies me. I       assure you that I have now learnt to enjoy his conversation as an       agreeable and sensible young man, without having a wish beyond it. I am       perfectly satisfied, from what his manners now are, that he never had any       design of engaging my affection. It is only that he is blessed with       greater sweetness of address, and a stronger desire of generally pleasing,       than any other man.""","""You are very cruel,"" [N] ""you will not let me smile, and are       provoking me to it every moment.""",response,train
1101,"""You are very cruel,"" [N] ""you will not let me smile, and are       provoking me to it every moment.""","""How hard it is in some cases to be believed!""",response,train
1102,"""How hard it is in some cases to be believed!""","""And how impossible in others!""",response,train
1103,"""And how impossible in others!""","""But why should you wish to persuade me that I feel more than I       acknowledge?""",response,train
1104,"""But why should you wish to persuade me that I feel more than I       acknowledge?""","""That is a question which I hardly know how to answer. We all love to       instruct, though we can teach only what is not worth knowing. Forgive me;       and if you persist in indifference, do not make me your confidante.""",response,train
1105,"""That is a question which I hardly know how to answer. We all love to       instruct, though we can teach only what is not worth knowing. Forgive me;       and if you persist in indifference, do not make me your confidante.""","""Next time you call,"" [N] ""I hope we shall be more lucky.""",not_pair,train
1106,"""Next time you call,"" [N] ""I hope we shall be more lucky.""","""Can you come to-morrow?""",response,train
1107,"""Can you come to-morrow?""","""My dear Jane, make haste and hurry down. He is come—Mr Bingley is       come. He is, indeed. Make haste, make haste. Here, Sarah, come to Miss     Bennet this moment, and help her on with her gown. Never mind MissLizzy's       hair.""",not_pair,train
1108,"""My dear Jane, make haste and hurry down. He is come—Mr Bingley is       come. He is, indeed. Make haste, make haste. Here, Sarah, come to Miss     Bennet this moment, and help her on with her gown. Never mind MissLizzy's       hair.""","""We will be down as soon as we can,"" [N] ""but I dare say Kitty is       forwarder than either of us, for she went up stairs half an hour ago.""",response,train
1109,"""We will be down as soon as we can,"" [N] ""but I dare say Kitty is       forwarder than either of us, for she went up stairs half an hour ago.""","""Oh! hang Kitty! what has she to do with it? Come be quick, be quick!       Where is your sash, my dear?""",response,train
1110,"""Oh! hang Kitty! what has she to do with it? Come be quick, be quick!       Where is your sash, my dear?""","[N] ""What is the matter mamma? What do you keep winking at me       for? What am I to do?""",not_pair,train
1111,"[N] ""What is the matter mamma? What do you keep winking at me       for? What am I to do?""","""Nothing child, nothing. I did not wink at you."" [N] ""Come here, my love, I want to speak to you,"" [N]",response,train
1112,"""Nothing child, nothing. I did not wink at you."" [N] ""Come here, my love, I want to speak to you,"" [N]","""Lizzy, my dear, I want to speak with you.""",not_pair,train
1113,"""Lizzy, my dear, I want to speak with you.""","""We may as well leave them by themslves you know;"" [N] ""Kitty and I are going up stairs to sit in my       dressing-room.""",part,train
1114,"""We may as well leave them by themslves you know;"" [N] ""Kitty and I are going up stairs to sit in my       dressing-room.""","""'Tis too much!"" [N] ""by far too much. I do not deserve it. Oh! why       is not everybody as happy?""",not_pair,train
1115,"""'Tis too much!"" [N] ""by far too much. I do not deserve it. Oh! why       is not everybody as happy?""","""I must go instantly to my mother;"" [N] ""I would not on any account       trifle with her affectionate solicitude; or allow her to hear it from       anyone but myself. He is gone to my father already. Oh! Lizzy, to know       that what I have to relate will give such pleasure to all my dear family!       how shall I bear so much happiness!""",not_pair,train
1116,"""I must go instantly to my mother;"" [N] ""I would not on any account       trifle with her affectionate solicitude; or allow her to hear it from       anyone but myself. He is gone to my father already. Oh! Lizzy, to know       that what I have to relate will give such pleasure to all my dear family!       how shall I bear so much happiness!""","""And this,"" [N] ""is the end of all his friend's anxious       circumsection! of all his sister's falsehood and contrivance! the       happiest, wisest, most reasonable end!""",not_pair,train
1117,"""And this,"" [N] ""is the end of all his friend's anxious       circumsection! of all his sister's falsehood and contrivance! the       happiest, wisest, most reasonable end!""","""Where is your sister?"" [N]",not_pair,train
1118,"""Where is your sister?"" [N]","""With my mother up stairs. She will be down in a moment, I dare say.""",response,train
1119,"""With my mother up stairs. She will be down in a moment, I dare say.""","""Jane, I congratulate you. You will be a very happy woman.""",not_pair,train
1120,"""Jane, I congratulate you. You will be a very happy woman.""","""You are a good girl;"" [N] ""and I have great pleasure in thinking       you will be so happily settled. I have not a doubt of your doing very well       together. Your tempers are by no means unlike. You are each of you so       complying, that nothing will ever be resolved on; so easy, that every       servant will cheat you; and so generous, that you will always exceed your       income.""",part,train
1121,"""You are a good girl;"" [N] ""and I have great pleasure in thinking       you will be so happily settled. I have not a doubt of your doing very well       together. Your tempers are by no means unlike. You are each of you so       complying, that nothing will ever be resolved on; so easy, that every       servant will cheat you; and so generous, that you will always exceed your       income.""","""I hope not so. Imprudence or thoughtlessness in money matters would be       unpardonable in me.""",response,train
1122,"""I hope not so. Imprudence or thoughtlessness in money matters would be       unpardonable in me.""","""Exceed their income! My dear Mr Bennet,"" [N] ""what are you       talking of? Why, he has four or five thousand a year, and very likely       more."" [N] ""Oh! my dear, dear Jane, I am so       happy! I am sure I shan't get a wink of sleep all night. I knew how it       would be. I always said it must be so, at last. I was sure you could not       be so beautiful for nothing! I remember, as soon as ever I saw him, when       he first came into Hertfordshire last year, I thought how likely it was       that you should come together. Oh! he is the handsomest young man that       ever was seen!""",response,train
1123,"""Exceed their income! My dear Mr Bennet,"" [N] ""what are you       talking of? Why, he has four or five thousand a year, and very likely       more."" [N] ""Oh! my dear, dear Jane, I am so       happy! I am sure I shan't get a wink of sleep all night. I knew how it       would be. I always said it must be so, at last. I was sure you could not       be so beautiful for nothing! I remember, as soon as ever I saw him, when       he first came into Hertfordshire last year, I thought how likely it was       that you should come together. Oh! he is the handsomest young man that       ever was seen!""","""He has made me so happy,"" [N] ""by telling me that he       was totally ignorant of my being in town last spring! I had not believed       it possible.""",not_pair,train
1124,"""He has made me so happy,"" [N] ""by telling me that he       was totally ignorant of my being in town last spring! I had not believed       it possible.""","""I suspected as much,"" [N] ""But how did he account for it?""",response,train
1125,"""I suspected as much,"" [N] ""But how did he account for it?""","""It must have been his sister's doing. They were certainly no friends to       his acquaintance with me, which I cannot wonder at, since he might have       chosen so much more advantageously in many respects. But when they see, as       I trust they will, that their brother is happy with me, they will learn to       be contented, and we shall be on good termsagain; though we can never be       what we once were to each other.""",response,train
1126,"""It must have been his sister's doing. They were certainly no friends to       his acquaintance with me, which I cannot wonder at, since he might have       chosen so much more advantageously in many respects. But when they see, as       I trust they will, that their brother is happy with me, they will learn to       be contented, and we shall be on good termsagain; though we can never be       what we once were to each other.""","""That is the most unforgiving speech,"" [N] ""that I ever heard       you utter. Good girl! It would vex me, indeed, to see you again the dupe       of MissBingley's pretended regard.""",response,train
1127,"""That is the most unforgiving speech,"" [N] ""that I ever heard       you utter. Good girl! It would vex me, indeed, to see you again the dupe       of MissBingley's pretended regard.""","""Would you believe it, Lizzy, that when he went to town last November, he       really loved me, and nothing but a persuasion of my being       indifferent would have prevented his coming down again!""",response,train
1128,"""Would you believe it, Lizzy, that when he went to town last November, he       really loved me, and nothing but a persuasion of my being       indifferent would have prevented his coming down again!""","""He made a little mistake to be sure; but it is to the credit of his       modesty.""",response,train
1129,"""He made a little mistake to be sure; but it is to the credit of his       modesty.""","""I am certainly the most fortunate creature that ever existed!"" [N] ""Oh! Lizzy, why am I thus singled from my family, and blessed above       them all! If I could but see you as happy! If there were but       such another man for you!""",response,train
1130,"""I am certainly the most fortunate creature that ever existed!"" [N] ""Oh! Lizzy, why am I thus singled from my family, and blessed above       them all! If I could but see you as happy! If there were but       such another man for you!""","""If you were to give me forty such men, I never could be so happy as you.       Till I have your disposition, your goodness, I never can have your       happiness. No, no, let me shift for myself; and, perhaps, if I have very       good luck, I may meet with another Mr Collins in time.""",response,train
1131,"""If you were to give me forty such men, I never could be so happy as you.       Till I have your disposition, your goodness, I never can have your       happiness. No, no, let me shift for myself; and, perhaps, if I have very       good luck, I may meet with another Mr Collins in time.""","""I hope you are well, MissBennet. That lady, I suppose, is your mother.""",not_pair,train
1132,"""I hope you are well, MissBennet. That lady, I suppose, is your mother.""","""And that I suppose is one of your sisters.""",part,train
1133,"""And that I suppose is one of your sisters.""","""Yes, madam,"" [N] ""She       is my youngest girl but one. My youngest of all is lately married, and my       eldest is somewhere about the grounds, walking with a young man who, I       believe, will soon become a part of the family.""",response,train
1134,"""Yes, madam,"" [N] ""She       is my youngest girl but one. My youngest of all is lately married, and my       eldest is somewhere about the grounds, walking with a young man who, I       believe, will soon become a part of the family.""","""You have a very small park here,"" [N]",response,train
1135,"""You have a very small park here,"" [N]","""It is nothing in comparison of Rosings, my lady, I dare say; but I assure       you it is much larger than Sir William Lucas's.""",response,train
1136,"""It is nothing in comparison of Rosings, my lady, I dare say; but I assure       you it is much larger than Sir William Lucas's.""","""This must be a most inconvenient sitting room for the evening, in summer;       the windows are full west.""",response,train
1137,"""This must be a most inconvenient sitting room for the evening, in summer;       the windows are full west.""","""May I take the liberty of asking your ladyship whether you left Mr and       Mrs Collins well.""",response,train
1138,"""May I take the liberty of asking your ladyship whether you left Mr and       Mrs Collins well.""","""Yes, very well. I saw them the night before last.""",response,train
1139,"""Yes, very well. I saw them the night before last.""","""MissBennet, there seemed to be a prettyish kind of a little wilderness       on one side of your lawn. I should be glad to take a turn in it, if you       will favour me with your company.""",not_pair,train
1140,"""MissBennet, there seemed to be a prettyish kind of a little wilderness       on one side of your lawn. I should be glad to take a turn in it, if you       will favour me with your company.""","""Go, my dear,"" [N] ""and show her ladyship about the       different walks. I think she will be pleased with the hermitage.""",response,train
1141,"""Go, my dear,"" [N] ""and show her ladyship about the       different walks. I think she will be pleased with the hermitage.""","""How could I ever think her like her nephew?"" [N]",not_pair,train
1142,"""How could I ever think her like her nephew?"" [N]","""You can be at no loss, MissBennet, to understand the reason of my       journey hither. Your own heart, your own conscience, must tell you why I       come.""",not_pair,train
1143,"""You can be at no loss, MissBennet, to understand the reason of my       journey hither. Your own heart, your own conscience, must tell you why I       come.""","""Indeed, you are mistaken, Madam. I have not been at all able to account       for the honour of seeing you here.""",response,train
1144,"""Indeed, you are mistaken, Madam. I have not been at all able to account       for the honour of seeing you here.""","""MissBennet,"" [N] ""you ought to know,       that I am not to be trifled with. But however insincere you may       choose to be, you shall not find me so. My character has ever been       celebrated for its sincerity and frankness, and in a cause of such moment       as this, I shall certainly not depart from it. A report of a most alarming       nature reached me two days ago. I was told that not only your sister was       on the point of being most advantageously married, but that you, that Miss     Elizabeth Bennet, would, in all likelihood, be soon afterwards united to       my nephew, my own nephew, Mr Darcy. Though I know it must be a       scandalous falsehood, though I would not injure him so much as to suppose       the truth of it possible, I instantly resolved on setting off for this       place, that I might make my sentiments known to you.""",response,train
1145,"""MissBennet,"" [N] ""you ought to know,       that I am not to be trifled with. But however insincere you may       choose to be, you shall not find me so. My character has ever been       celebrated for its sincerity and frankness, and in a cause of such moment       as this, I shall certainly not depart from it. A report of a most alarming       nature reached me two days ago. I was told that not only your sister was       on the point of being most advantageously married, but that you, that Miss     Elizabeth Bennet, would, in all likelihood, be soon afterwards united to       my nephew, my own nephew, Mr Darcy. Though I know it must be a       scandalous falsehood, though I would not injure him so much as to suppose       the truth of it possible, I instantly resolved on setting off for this       place, that I might make my sentiments known to you.""","""If you believed it impossible to be true,"" [N] ""I wonder you took the trouble of coming so far.       What could your ladyship propose by it?""",response,train
1146,"""If you believed it impossible to be true,"" [N] ""I wonder you took the trouble of coming so far.       What could your ladyship propose by it?""","""At once to insist upon having such a report universally contradicted.""",response,train
1147,"""At once to insist upon having such a report universally contradicted.""","""Your coming to Longbourn, to see me and my family,"" [N] ""will be rather a confirmation of it; if, indeed, such a report is       in existence.""",response,train
