,sent_index,tag,para_index,position_tag,speaker_tag,type_tag,tokenized_sent,chapter_tag,label,split_tag,tokenized_sent_clean
1044,1709,"(1709, '1', '', 'c_169', 'Chapter 52', '""I dare say she will; she has got over the most trying age.""')",1709,1,,c_169,"""I dare say she will; she has got over the most trying age.""",Chapter 52,response,train,I dare say she will; she has got over the most trying age.
1045,1710,"(1710, '2', '', 'c_169', 'Chapter 52', '""Did you go by the village of Kympton?""')",1710,2,,c_169,"""Did you go by the village of Kympton?""",Chapter 52,response,train,Did you go by the village of Kympton?
1046,1711,"(1711, '1', '', 'c_169', 'Chapter 52', '""I do not recollect that we did.""')",1711,1,,c_169,"""I do not recollect that we did.""",Chapter 52,response,train,I do not recollect that we did.
1047,1712,"(1712, '2', '', 'c_169', 'Chapter 52', '""I mention it, because it is the living which I ought to have had. A most       delightful place!—Excellent Parsonage House! It would have suited me       in every respect.""')",1712,2,,c_169,"""I mention it, because it is the living which I ought to have had. A most       delightful place!—Excellent Parsonage House! It would have suited me       in every respect.""",Chapter 52,response,train,"I mention it, because it is the living which I ought to have had. A most       delightful place!—Excellent Parsonage House! It would have suited me       in every respect."
1048,1713,"(1713, '1', '', 'c_169', 'Chapter 52', '""How should you have liked making sermons?""')",1713,1,,c_169,"""How should you have liked making sermons?""",Chapter 52,response,train,How should you have liked making sermons?
1049,1714,"(1714, '2', '', 'c_169', 'Chapter 52', '""Exceedingly well. I should have considered it as part of my duty, and the       exertion would soon have been nothing. One ought not to repine;—but,       to be sure, it would have been such a thing for me! The quiet, the       retirement of such a life would have answered all my ideas of happiness!       But it was not to be. Did you ever hear Darcy mention the circumsance,       when you were in Kent?""')",1714,2,,c_169,"""Exceedingly well. I should have considered it as part of my duty, and the       exertion would soon have been nothing. One ought not to repine;—but,       to be sure, it would have been such a thing for me! The quiet, the       retirement of such a life would have answered all my ideas of happiness!       But it was not to be. Did you ever hear Darcy mention the circumsance,       when you were in Kent?""",Chapter 52,response,train,"Exceedingly well. I should have considered it as part of my duty, and the       exertion would soon have been nothing. One ought not to repine;—but,       to be sure, it would have been such a thing for me! The quiet, the       retirement of such a life would have answered all my ideas of happiness!       But it was not to be. Did you ever hear Darcy mention the circumsance,       when you were in Kent?"
1050,1715,"(1715, '1', '', 'c_169', 'Chapter 52', '""I have heard from authority, which I thought as good, that it was       left you conditionally only, and at the will of the present patron.""')",1715,1,,c_169,"""I have heard from authority, which I thought as good, that it was       left you conditionally only, and at the will of the present patron.""",Chapter 52,response,train,"I have heard from authority, which I thought as good, that it was       left you conditionally only, and at the will of the present patron."
1051,1716,"(1716, '2', '', 'c_169', 'Chapter 52', '""You have. Yes, there was something in that; I told you so from the       first, you may remember.""')",1716,2,,c_169,"""You have. Yes, there was something in that; I told you so from the       first, you may remember.""",Chapter 52,response,train,"You have. Yes, there was something in that; I told you so from the       first, you may remember."
1052,1717,"(1717, '1', '', 'c_169', 'Chapter 52', '""I did hear, too, that there was a time, when sermon-making was not       so palatable to you as it seemsto be at present; that you actually       declared your resolution of never taking orders, and that the business had       been compromised accordingly.""')",1717,1,,c_169,"""I did hear, too, that there was a time, when sermon-making was not       so palatable to you as it seemsto be at present; that you actually       declared your resolution of never taking orders, and that the business had       been compromised accordingly.""",Chapter 52,response,train,"I did hear, too, that there was a time, when sermon-making was not       so palatable to you as it seemsto be at present; that you actually       declared your resolution of never taking orders, and that the business had       been compromised accordingly."
1053,1718,"(1718, '2', '', 'c_169', 'Chapter 52', '""You did! and it was not wholly without foundation. You may remember what       I told you on that point, when first we talked of it.""')",1718,2,,c_169,"""You did! and it was not wholly without foundation. You may remember what       I told you on that point, when first we talked of it.""",Chapter 52,response,train,"You did! and it was not wholly without foundation. You may remember what       I told you on that point, when first we talked of it."
1054,1720,"(1720, '2', '', 'c_169', 'Chapter 52', '""Come, Mr Wickham, we are brother and sister, you know. Do not let us       quarrel about the past. In future, I hope we shall be always of one mind.""')",1720,2,,c_169,"""Come, Mr Wickham, we are brother and sister, you know. Do not let us       quarrel about the past. In future, I hope we shall be always of one mind.""",Chapter 52,part,train,"Come, Mr Wickham, we are brother and sister, you know. Do not let us       quarrel about the past. In future, I hope we shall be always of one mind."
1055,1725,"(1725, '1', 'mother', 'c_170', 'Chapter 53', '""Oh! my dear Lydia,"" [N] ""when shall we meet again?""')",1725,1,mother,c_170,"""Oh! my dear Lydia,"" [N] ""when shall we meet again?""",Chapter 53,not,train,"Oh! my dear Lydia, [N] when shall we meet again?"
1056,1726,"(1726, '2', 'lydia', 'c_170', 'Chapter 53', '""Oh, lord! I don\'t know. Not these two or three years, perhaps.""')",1726,2,lydia,c_170,"""Oh, lord! I don't know. Not these two or three years, perhaps.""",Chapter 53,response,train,"Oh, lord! I don't know. Not these two or three years, perhaps."
1057,1727,"(1727, '1', '', 'c_170', 'Chapter 53', '""Write to me very often, my dear.""')",1727,1,,c_170,"""Write to me very often, my dear.""",Chapter 53,response,train,"Write to me very often, my dear."
1058,1728,"(1728, '2', '', 'c_170', 'Chapter 53', '""As often as I can. But you know married women have never much time for       writing. My sisters may write to me. They will have nothing else to       do.""')",1728,2,,c_170,"""As often as I can. But you know married women have never much time for       writing. My sisters may write to me. They will have nothing else to       do.""",Chapter 53,response,train,As often as I can. But you know married women have never much time for       writing. My sisters may write to me. They will have nothing else to       do.
1059,1730,"(1730, '1', 'father', 'c_171', 'Chapter 53', '""He is as fine a fellow,"" [N] ""as ever I saw. He simpers, and smirks, and makes love to us all. I       am prodigiously proud of him. I defy even Sir William Lucas himslf to       produce a more valuable son-in-law.""')",1730,1,father,c_171,"""He is as fine a fellow,"" [N] ""as ever I saw. He simpers, and smirks, and makes love to us all. I       am prodigiously proud of him. I defy even Sir William Lucas himslf to       produce a more valuable son-in-law.""",Chapter 53,not,train,"He is as fine a fellow, [N] as ever I saw. He simpers, and smirks, and makes love to us all. I       am prodigiously proud of him. I defy even Sir William Lucas himslf to       produce a more valuable son-in-law."
1060,1732,"(1732, '1', 'mother', 'c_172', 'Chapter 53', '""I often think,"" [N] ""that there is nothing so bad as parting with       one\'s friends. One seemsso forlorn without them.""')",1732,1,mother,c_172,"""I often think,"" [N] ""that there is nothing so bad as parting with       one's friends. One seemsso forlorn without them.""",Chapter 53,not,train,"I often think, [N] that there is nothing so bad as parting with       one's friends. One seemsso forlorn without them."
1061,1733,"(1733, '2', 'elizabeth', 'c_172', 'Chapter 53', '""This is the consequence, you see, Madam, of marrying a daughter,"" [N] ""It must make you better satisfied that your other four are       single.""')",1733,2,elizabeth,c_172,"""This is the consequence, you see, Madam, of marrying a daughter,"" [N] ""It must make you better satisfied that your other four are       single.""",Chapter 53,response,train,"This is the consequence, you see, Madam, of marrying a daughter, [N] It must make you better satisfied that your other four are       single."
1062,1734,"(1734, '1', '', 'c_172', 'Chapter 53', '""It is no such thing. Lydia does not leave me because she is married, but       only because her husband\'s regiment happens to be so far off. If that had       been nearer, she would not have gone so soon.""')",1734,1,,c_172,"""It is no such thing. Lydia does not leave me because she is married, but       only because her husband's regiment happens to be so far off. If that had       been nearer, she would not have gone so soon.""",Chapter 53,response,train,"It is no such thing. Lydia does not leave me because she is married, but       only because her husband's regiment happens to be so far off. If that had       been nearer, she would not have gone so soon."
1063,1736,"(1736, '1', 'mother', 'c_173', 'Chapter 53', '""Well, well, and so Mr Bingley is coming down, sister,"" [N] ""Well, so much the better. Not that       I care about it, though. He is nothing to us, you know, and I am sure I       never want to see him again. But, however, he is very welcome to come to       Netherfield, if he likes it. And who knows what may happen? But       that is nothing to us. You know, sister, we agreed long ago never to       mention a word about it. And so, is it quite certain he is coming?""')",1736,1,mother,c_173,"""Well, well, and so Mr Bingley is coming down, sister,"" [N] ""Well, so much the better. Not that       I care about it, though. He is nothing to us, you know, and I am sure I       never want to see him again. But, however, he is very welcome to come to       Netherfield, if he likes it. And who knows what may happen? But       that is nothing to us. You know, sister, we agreed long ago never to       mention a word about it. And so, is it quite certain he is coming?""",Chapter 53,not,train,"Well, well, and so Mr Bingley is coming down, sister, [N] Well, so much the better. Not that       I care about it, though. He is nothing to us, you know, and I am sure I       never want to see him again. But, however, he is very welcome to come to       Netherfield, if he likes it. And who knows what may happen? But       that is nothing to us. You know, sister, we agreed long ago never to       mention a word about it. And so, is it quite certain he is coming?"
1064,1737,"(1737, '2', 'jane', 'c_173', 'Chapter 53', '""You may depend on it,"" [N] ""for Mrs Nicholls was in       Meryton last night; I saw her passing by, and went out myself on purpose       to know the truth of it; and she told me that it was certain true. He       comes down on Thursday at the latest, very likely on Wednesday. She was       going to the butcher\'s, she told me, on purpose to order in some meat on       Wednesday, and she has got three couple of ducks just fit to be killed.""')",1737,2,jane,c_173,"""You may depend on it,"" [N] ""for Mrs Nicholls was in       Meryton last night; I saw her passing by, and went out myself on purpose       to know the truth of it; and she told me that it was certain true. He       comes down on Thursday at the latest, very likely on Wednesday. She was       going to the butcher's, she told me, on purpose to order in some meat on       Wednesday, and she has got three couple of ducks just fit to be killed.""",Chapter 53,response,train,"You may depend on it, [N] for Mrs Nicholls was in       Meryton last night; I saw her passing by, and went out myself on purpose       to know the truth of it; and she told me that it was certain true. He       comes down on Thursday at the latest, very likely on Wednesday. She was       going to the butcher's, she told me, on purpose to order in some meat on       Wednesday, and she has got three couple of ducks just fit to be killed."
1065,1739,"(1739, '1', 'jane', 'c_174', 'Chapter 53', '""I saw you look at me to-day, Lizzy, when my aunt told us of the present       report; and I know I appeared distressed. But don\'t imagine it was from       any silly cause. I was only confused for the moment, because I felt that I       should be looked at. I do assure you that the news does not affect       me either with pleasure or pain. I am glad of one thing, that he comes       alone; because we shall see the less of him. Not that I am afraid of myself,       but I dread other people\'s remarks.""')",1739,1,jane,c_174,"""I saw you look at me to-day, Lizzy, when my aunt told us of the present       report; and I know I appeared distressed. But don't imagine it was from       any silly cause. I was only confused for the moment, because I felt that I       should be looked at. I do assure you that the news does not affect       me either with pleasure or pain. I am glad of one thing, that he comes       alone; because we shall see the less of him. Not that I am afraid of myself,       but I dread other people's remarks.""",Chapter 53,not,train,"I saw you look at me to-day, Lizzy, when my aunt told us of the present       report; and I know I appeared distressed. But don't imagine it was from       any silly cause. I was only confused for the moment, because I felt that I       should be looked at. I do assure you that the news does not affect       me either with pleasure or pain. I am glad of one thing, that he comes       alone; because we shall see the less of him. Not that I am afraid of myself,       but I dread other people's remarks."
1066,1741,"(1741, '1', 'elizabeth', 'c_175', 'Chapter 53', '""Yet it is hard,"" [N] ""that this poor man cannot come       to a house which he has legally hired, without raising all this       speculation! I will leave him to himslf.""')",1741,1,elizabeth,c_175,"""Yet it is hard,"" [N] ""that this poor man cannot come       to a house which he has legally hired, without raising all this       speculation! I will leave him to himslf.""",Chapter 53,not,train,"Yet it is hard, [N] that this poor man cannot come       to a house which he has legally hired, without raising all this       speculation! I will leave him to himslf."
1067,1744,"(1744, '1', 'mother', 'c_176', 'Chapter 53', '""As soon as ever Mr Bingley comes, my dear,"" [N] ""you will       wait on him of course.""')",1744,1,mother,c_176,"""As soon as ever Mr Bingley comes, my dear,"" [N] ""you will       wait on him of course.""",Chapter 53,not,train,"As soon as ever Mr Bingley comes, my dear, [N] you will       wait on him of course."
1068,1745,"(1745, '2', 'father', 'c_176', 'Chapter 53', '""No, no. You forced me into visiting him last year, and promised, if I       went to see him, he should marry one of my daughters. But it ended in       nothing, and I will not be sent on a fool\'s errand again.""')",1745,2,father,c_176,"""No, no. You forced me into visiting him last year, and promised, if I       went to see him, he should marry one of my daughters. But it ended in       nothing, and I will not be sent on a fool's errand again.""",Chapter 53,response,train,"No, no. You forced me into visiting him last year, and promised, if I       went to see him, he should marry one of my daughters. But it ended in       nothing, and I will not be sent on a fool's errand again."
1069,1747,"(1747, '2', '', 'c_176', 'Chapter 53', '""\'Tis an etiquette I despise,"" [N] ""If he wants our society, let him       seek it. He knows where we live. I will not spend my hours in running       after my neighbours every time they go away and come back again.""')",1747,2,,c_176,"""'Tis an etiquette I despise,"" [N] ""If he wants our society, let him       seek it. He knows where we live. I will not spend my hours in running       after my neighbours every time they go away and come back again.""",Chapter 53,part,train,"'Tis an etiquette I despise, [N] If he wants our society, let him       seek it. He knows where we live. I will not spend my hours in running       after my neighbours every time they go away and come back again."
1070,1748,"(1748, '1', '', 'c_176', 'Chapter 53', '""Well, all I know is, that it will be abominably rude if you do not wait       on him. But, however, that shan\'t prevent my asking him to dine here, I am       determined. We must have Mrs Long and the Gouldings soon. That will make       thirteen with ourselves, so there will be just room at table for him.""')",1748,1,,c_176,"""Well, all I know is, that it will be abominably rude if you do not wait       on him. But, however, that shan't prevent my asking him to dine here, I am       determined. We must have Mrs Long and the Gouldings soon. That will make       thirteen with ourselves, so there will be just room at table for him.""",Chapter 53,response,train,"Well, all I know is, that it will be abominably rude if you do not wait       on him. But, however, that shan't prevent my asking him to dine here, I am       determined. We must have Mrs Long and the Gouldings soon. That will make       thirteen with ourselves, so there will be just room at table for him."
1071,1750,"(1750, '1', 'jane', 'c_177', 'Chapter 53', '""I begin to be sorry that he comes at all,"" [N] ""It       would be nothing; I could see him with perfect indifference, but I can       hardly bear to hear it thus perpetually talked of. My mother means well;       but she does not know, no one can know, how much I suffer from what she       says. Happy shall I be, when his stay at Netherfield is over!""')",1750,1,jane,c_177,"""I begin to be sorry that he comes at all,"" [N] ""It       would be nothing; I could see him with perfect indifference, but I can       hardly bear to hear it thus perpetually talked of. My mother means well;       but she does not know, no one can know, how much I suffer from what she       says. Happy shall I be, when his stay at Netherfield is over!""",Chapter 53,not,train,"I begin to be sorry that he comes at all, [N] It       would be nothing; I could see him with perfect indifference, but I can       hardly bear to hear it thus perpetually talked of. My mother means well;       but she does not know, no one can know, how much I suffer from what she       says. Happy shall I be, when his stay at Netherfield is over!"
1072,1751,"(1751, '2', 'elizabeth', 'c_177', 'Chapter 53', '""I wish I could say anything to comfort you,"" [N] ""but it       is wholly out of my power. You must feel it; and the usual satisfaction of       preaching patience to a sufferer is denied me, because you have always so       much.""')",1751,2,elizabeth,c_177,"""I wish I could say anything to comfort you,"" [N] ""but it       is wholly out of my power. You must feel it; and the usual satisfaction of       preaching patience to a sufferer is denied me, because you have always so       much.""",Chapter 53,response,train,"I wish I could say anything to comfort you, [N] but it       is wholly out of my power. You must feel it; and the usual satisfaction of       preaching patience to a sufferer is denied me, because you have always so       much."
1073,1754,"(1754, '1', 'kitty', 'c_178', 'Chapter 53', '""There is a gentleman with him, mamma,"" [N] ""who can it be?""')",1754,1,kitty,c_178,"""There is a gentleman with him, mamma,"" [N] ""who can it be?""",Chapter 53,not,train,"There is a gentleman with him, mamma, [N] who can it be?"
1074,1755,"(1755, '2', 'mother', 'c_178', 'Chapter 53', '""Some acquaintance or other, my dear, I suppose; I am sure I do not know.""')",1755,2,mother,c_178,"""Some acquaintance or other, my dear, I suppose; I am sure I do not know.""",Chapter 53,response,train,"Some acquaintance or other, my dear, I suppose; I am sure I do not know."
1075,1756,"(1756, '1', '', 'c_178', 'Chapter 53', '""La!"" [N] ""it looks just like that man that used to be with him       before. Mr what\'s-his-name. That tall, proud man.""')",1756,1,,c_178,"""La!"" [N] ""it looks just like that man that used to be with him       before. Mr what's-his-name. That tall, proud man.""",Chapter 53,response,train,"La! [N] it looks just like that man that used to be with him       before. Mr what's-his-name. That tall, proud man."
1076,1757,"(1757, '2', '', 'c_178', 'Chapter 53', '""Good gracious! Mr Darcy!—and so it does, I vow. Well, any friend       of Mr Bingley\'s will always be welcome here, to be sure; but else I must       say that I hate the very sight of him.""')",1757,2,,c_178,"""Good gracious! Mr Darcy!—and so it does, I vow. Well, any friend       of Mr Bingley's will always be welcome here, to be sure; but else I must       say that I hate the very sight of him.""",Chapter 53,response,train,"Good gracious! Mr Darcy!—and so it does, I vow. Well, any friend       of Mr Bingley's will always be welcome here, to be sure; but else I must       say that I hate the very sight of him."
1077,1760,"(1760, '1', 'mother', 'c_179', 'Chapter 53', '""Let me first see how he behaves,"" [N] ""it will then be early enough       for expectation.""')",1760,1,mother,c_179,"""Let me first see how he behaves,"" [N] ""it will then be early enough       for expectation.""",Chapter 53,not,train,"Let me first see how he behaves, [N] it will then be early enough       for expectation."
1078,1766,"(1766, '1', 'elizabeth', 'c_180', 'Chapter 53', '""Could I expect it to be otherwise!"" [N] ""Yet why did he come?""')",1766,1,elizabeth,c_180,"""Could I expect it to be otherwise!"" [N] ""Yet why did he come?""",Chapter 53,not,train,Could I expect it to be otherwise! [N] Yet why did he come?
1079,1769,"(1769, '1', 'mother', 'c_181', 'Chapter 53', '""It is a long time, Mr Bingley, since you went away,"" [N]')",1769,1,mother,c_181,"""It is a long time, Mr Bingley, since you went away,"" [N]",Chapter 53,not,train,"It is a long time, Mr Bingley, since you went away, [N]"
1080,1771,"(1771, '1', '', 'c_181', 'Chapter 53', '""I began to be afraid you would never come back again. People did       say you meant to quit the place entirely at Michaelmas; but, however, I       hope it is not true. A great many changes have happened in the       neighbourhood, since you went away. MissLucas is married and settled. And       one of my own daughters. I suppose you have heard of it; indeed, you must       have seen it in the papers. It was in The Times and The Courier, I know;       though it was not put in as it ought to be. It was only said, \'Lately,       George Wickham, Esq. to MissLydia Bennet,\' without there being a syllable       said of her father, or the place where she lived, or anything. It was my       brother Gardiner\'s drawing up too, and I wonder how he came to make such       an awkward business of it. Did you see it?""')",1771,1,,c_181,"""I began to be afraid you would never come back again. People did       say you meant to quit the place entirely at Michaelmas; but, however, I       hope it is not true. A great many changes have happened in the       neighbourhood, since you went away. MissLucas is married and settled. And       one of my own daughters. I suppose you have heard of it; indeed, you must       have seen it in the papers. It was in The Times and The Courier, I know;       though it was not put in as it ought to be. It was only said, 'Lately,       George Wickham, Esq. to MissLydia Bennet,' without there being a syllable       said of her father, or the place where she lived, or anything. It was my       brother Gardiner's drawing up too, and I wonder how he came to make such       an awkward business of it. Did you see it?""",Chapter 53,part,train,"I began to be afraid you would never come back again. People did       say you meant to quit the place entirely at Michaelmas; but, however, I       hope it is not true. A great many changes have happened in the       neighbourhood, since you went away. MissLucas is married and settled. And       one of my own daughters. I suppose you have heard of it; indeed, you must       have seen it in the papers. It was in The Times and The Courier, I know;       though it was not put in as it ought to be. It was only said, 'Lately,       George Wickham, Esq. to MissLydia Bennet,' without there being a syllable       said of her father, or the place where she lived, or anything. It was my       brother Gardiner's drawing up too, and I wonder how he came to make such       an awkward business of it. Did you see it?"
1081,1773,"(1773, '1', '', 'c_181', 'Chapter 53', '""It is a delightful thing, to be sure, to have a daughter well married,"" [N] ""but at the same time, Mr Bingley, it is very hard       to have her taken such a way from me. They are gone down to Newcastle, a       place quite northward, it seems and there they are to stay I do not know       how long. His regiment is there; for I suppose you have heard of his       leaving the ——shire, and of his being gone into the regulars.       Thank Heaven! he has some friends, though perhaps not so many as he       deserves.""')",1773,1,,c_181,"""It is a delightful thing, to be sure, to have a daughter well married,"" [N] ""but at the same time, Mr Bingley, it is very hard       to have her taken such a way from me. They are gone down to Newcastle, a       place quite northward, it seems and there they are to stay I do not know       how long. His regiment is there; for I suppose you have heard of his       leaving the ——shire, and of his being gone into the regulars.       Thank Heaven! he has some friends, though perhaps not so many as he       deserves.""",Chapter 53,part,train,"It is a delightful thing, to be sure, to have a daughter well married, [N] but at the same time, Mr Bingley, it is very hard       to have her taken such a way from me. They are gone down to Newcastle, a       place quite northward, it seems and there they are to stay I do not know       how long. His regiment is there; for I suppose you have heard of his       leaving the ——shire, and of his being gone into the regulars.       Thank Heaven! he has some friends, though perhaps not so many as he       deserves."
1082,1775,"(1775, '1', '', 'c_181', 'Chapter 53', '""When you have killed all your own birds, Mr Bingley,"" [N] ""I beg you will come here, and shoot as many as you please on Mr Bennet\'s       manor. I am sure he will be vastly happy to oblige you, and will save all       the best of the covies for you.""')",1775,1,,c_181,"""When you have killed all your own birds, Mr Bingley,"" [N] ""I beg you will come here, and shoot as many as you please on Mr Bennet's       manor. I am sure he will be vastly happy to oblige you, and will save all       the best of the covies for you.""",Chapter 53,part,train,"When you have killed all your own birds, Mr Bingley, [N] I beg you will come here, and shoot as many as you please on Mr Bennet's       manor. I am sure he will be vastly happy to oblige you, and will save all       the best of the covies for you."
1083,1777,"(1777, '1', 'elizabeth', 'c_182', 'Chapter 53', '""The first wish of my heart,"" [N] ""is never more to be in       company with either of them. Their society can afford no pleasure that       will atone for such wretchedness as this! Let me never see either one or       the other again!""')",1777,1,elizabeth,c_182,"""The first wish of my heart,"" [N] ""is never more to be in       company with either of them. Their society can afford no pleasure that       will atone for such wretchedness as this! Let me never see either one or       the other again!""",Chapter 53,not,train,"The first wish of my heart, [N] is never more to be in       company with either of them. Their society can afford no pleasure that       will atone for such wretchedness as this! Let me never see either one or       the other again!"
1084,1780,"(1780, '1', 'mother', 'c_183', 'Chapter 53', '""You are quite a visit in my debt, Mr Bingley,"" [N] ""for when you       went to town last winter, you promised to take a family dinner with us, as       soon as you returned. I have not forgot, you see; and I assure you, I was       very much disappointed that you did not come back and keep your       engagement.""')",1780,1,mother,c_183,"""You are quite a visit in my debt, Mr Bingley,"" [N] ""for when you       went to town last winter, you promised to take a family dinner with us, as       soon as you returned. I have not forgot, you see; and I assure you, I was       very much disappointed that you did not come back and keep your       engagement.""",Chapter 53,not,train,"You are quite a visit in my debt, Mr Bingley, [N] for when you       went to town last winter, you promised to take a family dinner with us, as       soon as you returned. I have not forgot, you see; and I assure you, I was       very much disappointed that you did not come back and keep your       engagement."
1085,1785,"(1785, '1', 'elizabeth', 'c_184', 'Chapter 54', '""Why, if he came only to be silent, grave, and indifferent,"" [N] ""did he come at all?""')",1785,1,elizabeth,c_184,"""Why, if he came only to be silent, grave, and indifferent,"" [N] ""did he come at all?""",Chapter 54,not,train,"Why, if he came only to be silent, grave, and indifferent, [N] did he come at all?"
1086,1787,"(1787, '1', '', 'c_184', 'Chapter 54', '""He could be still amiable, still pleasing, to my uncle and aunt, when he       was in town; and why not to me? If he fears me, why come hither? If he no       longer cares for me, why silent? Teasing, teasing, man! I will think no       more about him.""')",1787,1,,c_184,"""He could be still amiable, still pleasing, to my uncle and aunt, when he       was in town; and why not to me? If he fears me, why come hither? If he no       longer cares for me, why silent? Teasing, teasing, man! I will think no       more about him.""",Chapter 54,part,train,"He could be still amiable, still pleasing, to my uncle and aunt, when he       was in town; and why not to me? If he fears me, why come hither? If he no       longer cares for me, why silent? Teasing, teasing, man! I will think no       more about him."
1087,1789,"(1789, '1', 'jane', 'c_185', 'Chapter 54', '""Now,"" [N] ""that this first meeting is over, I feel perfectly easy.       I know my own strength, and I shall never be embarrassed again by his       coming. I am glad he dines here on Tuesday. It will then be publicly seen       that, on both sides, we meet only as common and indifferent acquaintance.""')",1789,1,jane,c_185,"""Now,"" [N] ""that this first meeting is over, I feel perfectly easy.       I know my own strength, and I shall never be embarrassed again by his       coming. I am glad he dines here on Tuesday. It will then be publicly seen       that, on both sides, we meet only as common and indifferent acquaintance.""",Chapter 54,not,train,"Now, [N] that this first meeting is over, I feel perfectly easy.       I know my own strength, and I shall never be embarrassed again by his       coming. I am glad he dines here on Tuesday. It will then be publicly seen       that, on both sides, we meet only as common and indifferent acquaintance."
1088,1790,"(1790, '2', 'elizabeth', 'c_185', 'Chapter 54', '""Yes, very indifferent indeed,"" [N] ""Oh, Jane,       take care.""')",1790,2,elizabeth,c_185,"""Yes, very indifferent indeed,"" [N] ""Oh, Jane,       take care.""",Chapter 54,response,train,"Yes, very indifferent indeed, [N] Oh, Jane,       take care."
1089,1791,"(1791, '1', '', 'c_185', 'Chapter 54', '""My dear Lizzy, you cannot think me so weak, as to be in danger now?""')",1791,1,,c_185,"""My dear Lizzy, you cannot think me so weak, as to be in danger now?""",Chapter 54,response,train,"My dear Lizzy, you cannot think me so weak, as to be in danger now?"
1090,1792,"(1792, '2', '', 'c_185', 'Chapter 54', '""I think you are in very great danger of making him as much in love with       you as ever.""')",1792,2,,c_185,"""I think you are in very great danger of making him as much in love with       you as ever.""",Chapter 54,response,train,I think you are in very great danger of making him as much in love with       you as ever.
1091,1798,"(1798, '1', 'elizabeth', 'c_186', 'Chapter 54', '""If he does not come to me, then,"" [N] ""I shall give him up       for ever.""')",1798,1,elizabeth,c_186,"""If he does not come to me, then,"" [N] ""I shall give him up       for ever.""",Chapter 54,not,train,"If he does not come to me, then, [N] I shall give him up       for ever."
1092,1800,"(1800, '2', 'jane', 'c_186', 'Chapter 54', '""The men shan\'t come and part us, I am determined. We want none of them;       do we?""')",1800,2,jane,c_186,"""The men shan't come and part us, I am determined. We want none of them;       do we?""",Chapter 54,response,train,"The men shan't come and part us, I am determined. We want none of them;       do we?"
1093,1802,"(1802, '1', '', 'c_186', 'Chapter 54', '""A man who has once been refused! How could I ever be foolish enough to       expect a renewal of his love? Is there one among the sex, who would not       protest against such a weakness as a second proposal to the same woman?       There is no indignity so abhorrent to their feelings!""')",1802,1,,c_186,"""A man who has once been refused! How could I ever be foolish enough to       expect a renewal of his love? Is there one among the sex, who would not       protest against such a weakness as a second proposal to the same woman?       There is no indignity so abhorrent to their feelings!""",Chapter 54,response,train,"A man who has once been refused! How could I ever be foolish enough to       expect a renewal of his love? Is there one among the sex, who would not       protest against such a weakness as a second proposal to the same woman?       There is no indignity so abhorrent to their feelings!"
1094,1804,"(1804, '1', 'elizabeth', 'c_187', 'Chapter 54', '""Is your sister at Pemberley still?""')",1804,1,elizabeth,c_187,"""Is your sister at Pemberley still?""",Chapter 54,not,train,Is your sister at Pemberley still?
1095,1805,"(1805, '2', 'mr darcy', 'c_187', 'Chapter 54', '""Yes, she will remain there till Christmas.""')",1805,2,mr darcy,c_187,"""Yes, she will remain there till Christmas.""",Chapter 54,response,train,"Yes, she will remain there till Christmas."
1096,1806,"(1806, '1', '', 'c_187', 'Chapter 54', '""And quite alone? Have all her friends left her?""')",1806,1,,c_187,"""And quite alone? Have all her friends left her?""",Chapter 54,response,train,And quite alone? Have all her friends left her?
1097,1807,"(1807, '2', '', 'c_187', 'Chapter 54', '""Mrs Annesley is with her. The others have been gone on to Scarborough,       these three weeks.""')",1807,2,,c_187,"""Mrs Annesley is with her. The others have been gone on to Scarborough,       these three weeks.""",Chapter 54,response,train,"Mrs Annesley is with her. The others have been gone on to Scarborough,       these three weeks."
