,para_index,tag,para,num_quotes_up_to_para,num_utterances,raw_utter_list,tokenized_sent,tokenized_sent_clean
1222,1222,narrative,"Elizabeth could safely say that it was a great happiness where that was       the case, and with equal sincerity could add, that she firmly believed and       rejoiced in his domestic comforts. She was not sorry, however, to have the       recital of them interrupted by the lady from whom they sprang. Poor       Charlotte! it was melancholy to leave her to such society! But she had       chosen it with her eyes open; and though evidently regretting that her       visitors were to go, she did not seem to ask for compassion. Her home and       her housekeeping, her parish and her poultry, and all their dependent       concerns, had not yet lost their charms.",2024,0,[],[N],[N]
1223,1223,narrative,"At length the chaise arrived, the trunks were fastened on, the parcels       placed within, and it was pronounced to be ready. After an affectionate       parting between the friends, Elizabeth was attended to the carriage by Mr.       Collins, and as they walked down the garden he was commissioning her with       his best respects to all her family, not forgetting his thanks for the       kindness he had received at Longbourn in the winter, and his compliments       to Mr. and Mrs. Gardiner, though unknown. He then handed her in, Maria       followed, and the door was on the point of being closed, when he suddenly       reminded them, with some consternation, that they had hitherto forgotten       to leave any message for the ladies at Rosings.",2024,0,[],[N],[N]
1224,1224,utterance,"""But,"" he added, ""you will of course wish to have your humble respects       delivered to them, with your grateful thanks for their kindness to you       while you have been here.""",2028,2,"['""But,""', '""you will of course wish to have your humble respects       delivered to them, with your grateful thanks for their kindness to you       while you have been here.""']","""But,"" [N] ""you will of course wish to have your humble respects       delivered to them, with your grateful thanks for their kindness to you       while you have been here.""","But, [N] you will of course wish to have your humble respects       delivered to them, with your grateful thanks for their kindness to you       while you have been here."
1225,1225,narrative,"Elizabeth made no objection; the door was then allowed to be shut, and the       carriage drove off.",2028,0,[],[N],[N]
1226,1226,utterance,"""Good gracious!"" cried Maria, after a few minutes' silence, ""it seems but       a day or two since we first came! and yet how many things have happened!""",2032,2,"['""Good gracious!""', '""it seems but       a day or two since we first came! and yet how many things have happened!""']","""Good gracious!"" [N] ""it seemsbut       a day or two since we first came! and yet how many things have happened!""",Good gracious! [N] it seemsbut       a day or two since we first came! and yet how many things have happened!
1227,1227,utterance,"""A great many indeed,"" said her companion with a sigh.",2034,1,"['""A great many indeed,""']","""A great many indeed,"" [N]","A great many indeed, [N]"
1228,1228,utterance,"""We have dined nine times at Rosings, besides drinking tea there twice!       How much I shall have to tell!""",2036,1,"['""We have dined nine times at Rosings, besides drinking tea there twice!       How much I shall have to tell!""']","""We have dined nine times at Rosings, besides drinking tea there twice!       How much I shall have to tell!""","We have dined nine times at Rosings, besides drinking tea there twice!       How much I shall have to tell!"
1229,1229,utterance,"Elizabeth added privately, ""And how much I shall have to conceal!""",2038,1,"['""And how much I shall have to conceal!""']","[N] ""And how much I shall have to conceal!""",[N] And how much I shall have to conceal!
1230,1230,narrative,"Their journey was performed without much conversation, or any alarm; and       within four hours of their leaving Hunsford they reached Mr. Gardiner's       house, where they were to remain a few days.",2038,0,[],[N],[N]
1231,1231,narrative,"Jane looked well, and Elizabeth had little opportunity of studying her       spirits, amidst the various engagements which the kindness of her aunt had       reserved for them. But Jane was to go home with her, and at Longbourn       there would be leisure enough for observation.",2038,0,[],[N],[N]
1232,1232,narrative,"It was not without an effort, meanwhile, that she could wait even for       Longbourn, before she told her sister of Mr. Darcy's proposals. To know       that she had the power of revealing what would so exceedingly astonish       Jane, and must, at the same time, so highly gratify whatever of her own       vanity she had not yet been able to reason away, was such a temptation to       openness as nothing could have conquered but the state of indecision in       which she remained as to the extent of what she should communicate; and       her fear, if she once entered on the subject, of being hurried into       repeating something of Bingley which might only grieve her sister further.",2038,0,[],[N],[N]
1233,1233,narrative,Chapter 39,2038,0,[],[N],[N]
1234,1234,narrative,"It was the second week in May, in which the three young ladies set out       together from Gracechurch Street for the town of ——, in       Hertfordshire; and, as they drew near the appointed inn where Mr. Bennet's       carriage was to meet them, they quickly perceived, in token of the       coachman's punctuality, both Kitty and Lydia looking out of a dining-room       up stairs. These two girls had been above an hour in the place, happily       employed in visiting an opposite milliner, watching the sentinel on guard,       and dressing a salad and cucumber.",2038,0,[],[N],[N]
1235,1235,utterance,"After welcoming their sisters, they triumphantly displayed a table set out       with such cold meat as an inn larder usually affords, exclaiming, ""Is not       this nice? Is not this an agreeable surprise?""",2040,1,"['""Is not       this nice? Is not this an agreeable surprise?""']","[N] ""Is not       this nice? Is not this an agreeable surprise?""",[N] Is not       this nice? Is not this an agreeable surprise?
1236,1236,utterance,"""And we mean to treat you all,"" added Lydia, ""but you must lend us the       money, for we have just spent ours at the shop out there."" Then, showing       her purchases—""Look here, I have bought this bonnet. I do not think       it is very pretty; but I thought I might as well buy it as not. I shall       pull it to pieces as soon as I get home, and see if I can make it up any       better.""",2046,3,"['""And we mean to treat you all,""', '""but you must lend us the       money, for we have just spent ours at the shop out there.""', '""Look here, I have bought this bonnet. I do not think       it is very pretty; but I thought I might as well buy it as not. I shall       pull it to pieces as soon as I get home, and see if I can make it up any       better.""']","""And we mean to treat you all,"" [N] ""but you must lend us the       money, for we have just spent ours at the shop out there."" [N] ""Look here, I have bought this bonnet. I do not think       it is very pretty; but I thought I might as well buy it as not. I shall       pull it to pieces as soon as I get home, and see if I can make it up any       better.""","And we mean to treat you all, [N] but you must lend us the       money, for we have just spent ours at the shop out there. [N] Look here, I have bought this bonnet. I do not think       it is very pretty; but I thought I might as well buy it as not. I shall       pull it to pieces as soon as I get home, and see if I can make it up any       better."
1237,1237,utterance,"And when her sisters abused it as ugly, she added, with perfect unconcern,       ""Oh! but there were two or three much uglier in the shop; and when I have       bought some prettier-coloured satin to trim it with fresh, I think it will       be very tolerable. Besides, it will not much signify what one wears this       summer, after the ——shire have left Meryton, and they are       going in a fortnight.""",2048,1,"['""Oh! but there were two or three much uglier in the shop; and when I have       bought some prettier-coloured satin to trim it with fresh, I think it will       be very tolerable. Besides, it will not much signify what one wears this       summer, after the ——shire have left Meryton, and they are       going in a fortnight.""']","[N] ""Oh! but there were two or three much uglier in the shop; and when I have       bought some prettier-coloured satin to trim it with fresh, I think it will       be very tolerable. Besides, it will not much signify what one wears this       summer, after the ——shire have left Meryton, and they are       going in a fortnight.""","[N] Oh! but there were two or three much uglier in the shop; and when I have       bought some prettier-coloured satin to trim it with fresh, I think it will       be very tolerable. Besides, it will not much signify what one wears this       summer, after the ——shire have left Meryton, and they are       going in a fortnight."
1238,1238,utterance,"""Are they indeed!"" cried Elizabeth, with the greatest satisfaction.",2050,1,"['""Are they indeed!""']","""Are they indeed!"" [N]",Are they indeed! [N]
1239,1239,utterance,"""They are going to be encamped near Brighton; and I do so want papa to       take us all there for the summer! It would be such a delicious scheme; and       I dare say would hardly cost anything at all. Mamma would like to go too       of all things! Only think what a miserable summer else we shall have!""",2052,1,"['""They are going to be encamped near Brighton; and I do so want papa to       take us all there for the summer! It would be such a delicious scheme; and       I dare say would hardly cost anything at all. Mamma would like to go too       of all things! Only think what a miserable summer else we shall have!""']","""They are going to be encamped near Brighton; and I do so want papa to       take us all there for the summer! It would be such a delicious scheme; and       I dare say would hardly cost anything at all. Mamma would like to go too       of all things! Only think what a miserable summer else we shall have!""",They are going to be encamped near Brighton; and I do so want papa to       take us all there for the summer! It would be such a delicious scheme; and       I dare say would hardly cost anything at all. Mamma would like to go too       of all things! Only think what a miserable summer else we shall have!
1240,1240,utterance,"""Yes,"" thought Elizabeth, ""that would be a delightful scheme       indeed, and completely do for us at once. Good Heaven! Brighton, and a       whole campful of soldiers, to us, who have been overset already by one       poor regiment of militia, and the monthly balls of Meryton!""",2056,2,"['""Yes,""', '""that would be a delightful scheme       indeed, and completely do for us at once. Good Heaven! Brighton, and a       whole campful of soldiers, to us, who have been overset already by one       poor regiment of militia, and the monthly balls of Meryton!""']","""Yes,"" [N] ""that would be a delightful scheme       indeed, and completely do for us at once. Good Heaven! Brighton, and a       whole campful of soldiers, to us, who have been overset already by one       poor regiment of militia, and the monthly balls of Meryton!""","Yes, [N] that would be a delightful scheme       indeed, and completely do for us at once. Good Heaven! Brighton, and a       whole campful of soldiers, to us, who have been overset already by one       poor regiment of militia, and the monthly balls of Meryton!"
1241,1241,utterance,"""Now I have got some news for you,"" said Lydia, as they sat down at table.       ""What do you think? It is excellent news—capital news—and       about a certain person we all like!""",2060,2,"['""Now I have got some news for you,""', '""What do you think? It is excellent news—capital news—and       about a certain person we all like!""']","""Now I have got some news for you,"" [N] ""What do you think? It is excellent news—capital news—and       about a certain person we all like!""","Now I have got some news for you, [N] What do you think? It is excellent news—capital news—and       about a certain person we all like!"
1242,1242,narrative,"Jane and Elizabeth looked at each other, and the waiter was told he need       not stay. Lydia laughed, and said:",2060,0,[],[N],[N]
1243,1243,utterance,"""Aye, that is just like your formality and discretion. You thought the       waiter must not hear, as if he cared! I dare say he often hears worse       things said than I am going to say. But he is an ugly fellow! I am glad he       is gone. I never saw such a long chin in my life. Well, but now for my       news; it is about dear Wickham; too good for the waiter, is it not? There       is no danger of Wickham's marrying Mary King. There's for you! She is gone       down to her uncle at Liverpool: gone to stay. Wickham is safe.""",2062,1,"['""Aye, that is just like your formality and discretion. You thought the       waiter must not hear, as if he cared! I dare say he often hears worse       things said than I am going to say. But he is an ugly fellow! I am glad he       is gone. I never saw such a long chin in my life. Well, but now for my       news; it is about dear Wickham; too good for the waiter, is it not? There       is no danger of Wickham\'s marrying Mary King. There\'s for you! She is gone       down to her uncle at Liverpool: gone to stay. Wickham is safe.""']","""Aye, that is just like your formality and discretion. You thought the       waiter must not hear, as if he cared! I dare say he often hears worse       things said than I am going to say. But he is an ugly fellow! I am glad he       is gone. I never saw such a long chin in my life. Well, but now for my       news; it is about dear Wickham; too good for the waiter, is it not? There       is no danger of Wickham's marrying Mary King. There's for you! She is gone       down to her uncle at Liverpool: gone to stay. Wickham is safe.""","Aye, that is just like your formality and discretion. You thought the       waiter must not hear, as if he cared! I dare say he often hears worse       things said than I am going to say. But he is an ugly fellow! I am glad he       is gone. I never saw such a long chin in my life. Well, but now for my       news; it is about dear Wickham; too good for the waiter, is it not? There       is no danger of Wickham's marrying Mary King. There's for you! She is gone       down to her uncle at Liverpool: gone to stay. Wickham is safe."
1244,1244,utterance,"""And Mary King is safe!"" added Elizabeth; ""safe from a connection       imprudent as to fortune.""",2066,2,"['""And Mary King is safe!""', '""safe from a connection       imprudent as to fortune.""']","""And Mary King is safe!"" [N] ""safe from a connection       imprudent as to fortune.""",And Mary King is safe! [N] safe from a connection       imprudent as to fortune.
1245,1245,utterance,"""She is a great fool for going away, if she liked him.""",2068,1,"['""She is a great fool for going away, if she liked him.""']","""She is a great fool for going away, if she liked him.""","She is a great fool for going away, if she liked him."
1246,1246,utterance,"""But I hope there is no strong attachment on either side,"" said Jane.",2070,1,"['""But I hope there is no strong attachment on either side,""']","""But I hope there is no strong attachment on either side,"" [N]","But I hope there is no strong attachment on either side, [N]"
1247,1247,utterance,"""I am sure there is not on his. I will answer for it, he never       cared three straws about her—who could about such a nasty little       freckled thing?""",2072,1,"['""I am sure there is not on his. I will answer for it, he never       cared three straws about her—who could about such a nasty little       freckled thing?""']","""I am sure there is not on his. I will answer for it, he never       cared three straws about her—who could about such a nasty little       freckled thing?""","I am sure there is not on his. I will answer for it, he never       cared three straws about her—who could about such a nasty little       freckled thing?"
1248,1248,narrative,"Elizabeth was shocked to think that, however incapable of such coarseness       of expression herself, the coarseness of the sentiment was       little other than her own breast had harboured and fancied liberal!",2072,0,[],[N],[N]
1249,1249,narrative,"As soon as all had ate, and the elder ones paid, the carriage was ordered;       and after some contrivance, the whole party, with all their boxes,       work-bags, and parcels, and the unwelcome addition of Kitty's and Lydia's       purchases, were seated in it.",2072,0,[],[N],[N]
1250,1250,utterance,"""How nicely we are all crammed in,"" cried Lydia. ""I am glad I bought my       bonnet, if it is only for the fun of having another bandbox! Well, now let       us be quite comfortable and snug, and talk and laugh all the way home. And       in the first place, let us hear what has happened to you all since you       went away. Have you seen any pleasant men? Have you had any flirting? I       was in great hopes that one of you would have got a husband before you       came back. Jane will be quite an old maid soon, I declare. She is almost       three-and-twenty! Lord, how ashamed I should be of not being married       before three-and-twenty! My aunt Phillips wants you so to get husbands,       you can't think. She says Lizzy had better have taken Mr. Collins; but I       do not think there would have been any fun in it. Lord! how I should like       to be married before any of you; and then I would chaperon you about to       all the balls. Dear me! we had such a good piece of fun the other day at       Colonel Forster's. Kitty and me were to spend the day there, and Mrs.       Forster promised to have a little dance in the evening; (by the bye, Mrs.       Forster and me are such friends!) and so she asked the two       Harringtons to come, but Harriet was ill, and so Pen was forced to come by       herself; and then, what do you think we did? We dressed up Chamberlayne in       woman's clothes on purpose to pass for a lady, only think what fun! Not a       soul knew of it, but Colonel and Mrs. Forster, and Kitty and me, except my       aunt, for we were forced to borrow one of her gowns; and you cannot       imagine how well he looked! When Denny, and Wickham, and Pratt, and two or       three more of the men came in, they did not know him in the least. Lord!       how I laughed! and so did Mrs. Forster. I thought I should have died. And       that made the men suspect something, and then they soon found out       what was the matter.""",2076,2,"['""How nicely we are all crammed in,""', '""I am glad I bought my       bonnet, if it is only for the fun of having another bandbox! Well, now let       us be quite comfortable and snug, and talk and laugh all the way home. And       in the first place, let us hear what has happened to you all since you       went away. Have you seen any pleasant men? Have you had any flirting? I       was in great hopes that one of you would have got a husband before you       came back. Jane will be quite an old maid soon, I declare. She is almost       three-and-twenty! Lord, how ashamed I should be of not being married       before three-and-twenty! My aunt Phillips wants you so to get husbands,       you can\'t think. She says Lizzy had better have taken Mr. Collins; but I       do not think there would have been any fun in it. Lord! how I should like       to be married before any of you; and then I would chaperon you about to       all the balls. Dear me! we had such a good piece of fun the other day at       Colonel Forster\'s. Kitty and me were to spend the day there, and Mrs.       Forster promised to have a little dance in the evening; (by the bye, Mrs.       Forster and me are such friends!) and so she asked the two       Harringtons to come, but Harriet was ill, and so Pen was forced to come by       herself; and then, what do you think we did? We dressed up Chamberlayne in       woman\'s clothes on purpose to pass for a lady, only think what fun! Not a       soul knew of it, but Colonel and Mrs. Forster, and Kitty and me, except my       aunt, for we were forced to borrow one of her gowns; and you cannot       imagine how well he looked! When Denny, and Wickham, and Pratt, and two or       three more of the men came in, they did not know him in the least. Lord!       how I laughed! and so did Mrs. Forster. I thought I should have died. And       that made the men suspect something, and then they soon found out       what was the matter.""']","""How nicely we are all crammed in,"" [N] ""I am glad I bought my       bonnet, if it is only for the fun of having another bandbox! Well, now let       us be quite comfortable and snug, and talk and laugh all the way home. And       in the first place, let us hear what has happened to you all since you       went away. Have you seen any pleasant men? Have you had any flirting? I       was in great hopes that one of you would have got a husband before you       came back. Jane will be quite an old maid soon, I declare. She is almost       three-and-twenty! Lord, how ashamed I should be of not being married       before three-and-twenty! My aunt Phillips wants you so to get husbands,       you can't think. She says Lizzy had better have taken Mr Collins; but I       do not think there would have been any fun in it. Lord! how I should like       to be married before any of you; and then I would chaperon you about to       all the balls. Dear me! we had such a good piece of fun the other day at       Colonel Forster's. Kitty and me were to spend the day there, and Mrs       Forster promised to have a little dance in the evening; (by the bye, Mrs       Forster and me are such friends!) and so she asked the two       Harringtons to come, but Harriet was ill, and so Pen was forced to come by       herself; and then, what do you think we did? We dressed up Chamberlayne in       woman's clothes on purpose to pass for a lady, only think what fun! Not a       soul knew of it, but Colonel and Mrs Forster, and Kitty and me, except my       aunt, for we were forced to borrow one of her gowns; and you cannot       imagine how well he looked! When Denny, and Wickham, and Pratt, and two or       three more of the men came in, they did not know him in the least. Lord!       how I laughed! and so did Mrs Forster. I thought I should have died. And       that made the men suspect something, and then they soon found out       what was the matter.""","How nicely we are all crammed in, [N] I am glad I bought my       bonnet, if it is only for the fun of having another bandbox! Well, now let       us be quite comfortable and snug, and talk and laugh all the way home. And       in the first place, let us hear what has happened to you all since you       went away. Have you seen any pleasant men? Have you had any flirting? I       was in great hopes that one of you would have got a husband before you       came back. Jane will be quite an old maid soon, I declare. She is almost       three-and-twenty! Lord, how ashamed I should be of not being married       before three-and-twenty! My aunt Phillips wants you so to get husbands,       you can't think. She says Lizzy had better have taken Mr Collins; but I       do not think there would have been any fun in it. Lord! how I should like       to be married before any of you; and then I would chaperon you about to       all the balls. Dear me! we had such a good piece of fun the other day at       Colonel Forster's. Kitty and me were to spend the day there, and Mrs       Forster promised to have a little dance in the evening; (by the bye, Mrs       Forster and me are such friends!) and so she asked the two       Harringtons to come, but Harriet was ill, and so Pen was forced to come by       herself; and then, what do you think we did? We dressed up Chamberlayne in       woman's clothes on purpose to pass for a lady, only think what fun! Not a       soul knew of it, but Colonel and Mrs Forster, and Kitty and me, except my       aunt, for we were forced to borrow one of her gowns; and you cannot       imagine how well he looked! When Denny, and Wickham, and Pratt, and two or       three more of the men came in, they did not know him in the least. Lord!       how I laughed! and so did Mrs Forster. I thought I should have died. And       that made the men suspect something, and then they soon found out       what was the matter."
1251,1251,narrative,"With such kinds of histories of their parties and good jokes, did Lydia,       assisted by Kitty's hints and additions, endeavour to amuse her companions       all the way to Longbourn. Elizabeth listened as little as she could, but       there was no escaping the frequent mention of Wickham's name.",2076,0,[],[N],[N]
1252,1252,narrative,Their reception at home was most kind. Mrs. Bennet rejoiced to see Jane in       undiminished beauty; and more than once during dinner did Mr. Bennet say       voluntarily to Elizabeth:,2076,0,[],[N],[N]
1253,1253,utterance,"""I am glad you are come back, Lizzy.""",2078,1,"['""I am glad you are come back, Lizzy.""']","""I am glad you are come back, Lizzy.""","I am glad you are come back, Lizzy."
1254,1254,narrative,"Their party in the dining-room was large, for almost all the Lucases came       to meet Maria and hear the news; and various were the subjects that       occupied them: Lady Lucas was inquiring of Maria, after the welfare and       poultry of her eldest daughter; Mrs. Bennet was doubly engaged, on one       hand collecting an account of the present fashions from Jane, who sat some       way below her, and, on the other, retailing them all to the younger       Lucases; and Lydia, in a voice rather louder than any other person's, was       enumerating the various pleasures of the morning to anybody who would hear       her.",2078,0,[],[N],[N]
1255,1255,utterance,"""Oh! Mary,"" said she, ""I wish you had gone with us, for we had such fun!       As we went along, Kitty and I drew up the blinds, and pretended there was       nobody in the coach; and I should have gone so all the way, if Kitty had       not been sick; and when we got to the George, I do think we behaved very       handsomely, for we treated the other three with the nicest cold luncheon       in the world, and if you would have gone, we would have treated you too.       And then when we came away it was such fun! I thought we never should have       got into the coach. I was ready to die of laughter. And then we were so       merry all the way home! we talked and laughed so loud, that anybody might       have heard us ten miles off!""",2082,2,"['""Oh! Mary,""', '""I wish you had gone with us, for we had such fun!       As we went along, Kitty and I drew up the blinds, and pretended there was       nobody in the coach; and I should have gone so all the way, if Kitty had       not been sick; and when we got to the George, I do think we behaved very       handsomely, for we treated the other three with the nicest cold luncheon       in the world, and if you would have gone, we would have treated you too.       And then when we came away it was such fun! I thought we never should have       got into the coach. I was ready to die of laughter. And then we were so       merry all the way home! we talked and laughed so loud, that anybody might       have heard us ten miles off!""']","""Oh! Mary,"" [N] ""I wish you had gone with us, for we had such fun!       As we went along, Kitty and I drew up the blinds, and pretended there was       nobody in the coach; and I should have gone so all the way, if Kitty had       not been sick; and when we got to the George, I do think we behaved very       handsomely, for we treated the other three with the nicest cold luncheon       in the world, and if you would have gone, we would have treated you too.       And then when we came away it was such fun! I thought we never should have       got into the coach. I was ready to die of laughter. And then we were so       merry all the way home! we talked and laughed so loud, that anybody might       have heard us ten miles off!""","Oh! Mary, [N] I wish you had gone with us, for we had such fun!       As we went along, Kitty and I drew up the blinds, and pretended there was       nobody in the coach; and I should have gone so all the way, if Kitty had       not been sick; and when we got to the George, I do think we behaved very       handsomely, for we treated the other three with the nicest cold luncheon       in the world, and if you would have gone, we would have treated you too.       And then when we came away it was such fun! I thought we never should have       got into the coach. I was ready to die of laughter. And then we were so       merry all the way home! we talked and laughed so loud, that anybody might       have heard us ten miles off!"
1256,1256,utterance,"To this Mary very gravely replied, ""Far be it from me, my dear sister, to       depreciate such pleasures! They would doubtless be congenial with the       generality of female minds. But I confess they would have no charms for me—I       should infinitely prefer a book.""",2084,1,"['""Far be it from me, my dear sister, to       depreciate such pleasures! They would doubtless be congenial with the       generality of female minds. But I confess they would have no charms for me—I       should infinitely prefer a book.""']","[N] ""Far be it from me, my dear sister, to       depreciate such pleasures! They would doubtless be congenial with the       generality of female minds. But I confess they would have no charmsfor me—I       should infinitely prefer a book.""","[N] Far be it from me, my dear sister, to       depreciate such pleasures! They would doubtless be congenial with the       generality of female minds. But I confess they would have no charmsfor me—I       should infinitely prefer a book."
1257,1257,narrative,"But of this answer Lydia heard not a word. She seldom listened to anybody       for more than half a minute, and never attended to Mary at all.",2084,0,[],[N],[N]
1258,1258,narrative,"In the afternoon Lydia was urgent with the rest of the girls to walk to       Meryton, and to see how everybody went on; but Elizabeth steadily opposed       the scheme. It should not be said that the Miss Bennets could not be at       home half a day before they were in pursuit of the officers. There was       another reason too for her opposition. She dreaded seeing Mr. Wickham       again, and was resolved to avoid it as long as possible. The comfort to her       of the regiment's approaching removal was indeed beyond expression. In a       fortnight they were to go—and once gone, she hoped there could be       nothing more to plague her on his account.",2084,0,[],[N],[N]
1259,1259,narrative,"She had not been many hours at home before she found that the Brighton       scheme, of which Lydia had given them a hint at the inn, was under       frequent discussion between her parents. Elizabeth saw directly that her       father had not the smallest intention of yielding; but his answers were at       the same time so vague and equivocal, that her mother, though often       disheartened, had never yet despaired of succeeding at last.",2084,0,[],[N],[N]
1260,1260,narrative,Chapter 40,2084,0,[],[N],[N]
1261,1261,narrative,"Elizabeth's impatience to acquaint Jane with what had happened could no       longer be overcome; and at length, resolving to suppress every particular       in which her sister was concerned, and preparing her to be surprised, she       related to her the next morning the chief of the scene between Mr. Darcy       and herself.",2084,0,[],[N],[N]
1262,1262,narrative,Miss Bennet's astonishment was soon lessened by the strong sisterly       partiality which made any admiration of Elizabeth appear perfectly       natural; and all surprise was shortly lost in other feelings. She was       sorry that Mr. Darcy should have delivered his sentiments in a manner so       little suited to recommend them; but still more was she grieved for the       unhappiness which her sister's refusal must have given him.,2084,0,[],[N],[N]
1263,1263,utterance,"""His being so sure of succeeding was wrong,"" said she, ""and certainly       ought not to have appeared; but consider how much it must increase his       disappointment!""",2088,2,"['""His being so sure of succeeding was wrong,""', '""and certainly       ought not to have appeared; but consider how much it must increase his       disappointment!""']","""His being so sure of succeeding was wrong,"" [N] ""and certainly       ought not to have appeared; but consider how much it must increase his       disappointment!""","His being so sure of succeeding was wrong, [N] and certainly       ought not to have appeared; but consider how much it must increase his       disappointment!"
1264,1264,utterance,"""Indeed,"" replied Elizabeth, ""I am heartily sorry for him; but he has       other feelings, which will probably soon drive away his regard for me. You       do not blame me, however, for refusing him?""",2092,2,"['""Indeed,""', '""I am heartily sorry for him; but he has       other feelings, which will probably soon drive away his regard for me. You       do not blame me, however, for refusing him?""']","""Indeed,"" [N] ""I am heartily sorry for him; but he has       other feelings, which will probably soon drive away his regard for me. You       do not blame me, however, for refusing him?""","Indeed, [N] I am heartily sorry for him; but he has       other feelings, which will probably soon drive away his regard for me. You       do not blame me, however, for refusing him?"
1265,1265,utterance,"""Blame you! Oh, no.""",2094,1,"['""Blame you! Oh, no.""']","""Blame you! Oh, no.""","Blame you! Oh, no."
1266,1266,utterance,"""But you blame me for having spoken so warmly of Wickham?""",2096,1,"['""But you blame me for having spoken so warmly of Wickham?""']","""But you blame me for having spoken so warmly of Wickham?""",But you blame me for having spoken so warmly of Wickham?
1267,1267,utterance,"""No—I do not know that you were wrong in saying what you did.""",2098,1,"['""No—I do not know that you were wrong in saying what you did.""']","""No—I do not know that you were wrong in saying what you did.""",No—I do not know that you were wrong in saying what you did.
1268,1268,utterance,"""But you will know it, when I tell you what happened the very next       day.""",2100,1,"['""But you will know it, when I tell you what happened the very next       day.""']","""But you will know it, when I tell you what happened the very next       day.""","But you will know it, when I tell you what happened the very next       day."
1269,1269,narrative,"She then spoke of the letter, repeating the whole of its contents as far       as they concerned George Wickham. What a stroke was this for poor Jane!       who would willingly have gone through the world without believing that so       much wickedness existed in the whole race of mankind, as was here       collected in one individual. Nor was Darcy's vindication, though grateful       to her feelings, capable of consoling her for such discovery. Most       earnestly did she labour to prove the probability of error, and seek to       clear the one without involving the other.",2100,0,[],[N],[N]
1270,1270,utterance,"""This will not do,"" said Elizabeth; ""you never will be able to make both       of them good for anything. Take your choice, but you must be satisfied       with only one. There is but such a quantity of merit between them; just       enough to make one good sort of man; and of late it has been shifting       about pretty much. For my part, I am inclined to believe it all Darcy's;       but you shall do as you choose.""",2104,2,"['""This will not do,""', '""you never will be able to make both       of them good for anything. Take your choice, but you must be satisfied       with only one. There is but such a quantity of merit between them; just       enough to make one good sort of man; and of late it has been shifting       about pretty much. For my part, I am inclined to believe it all Darcy\'s;       but you shall do as you choose.""']","""This will not do,"" [N] ""you never will be able to make both       of them good for anything. Take your choice, but you must be satisfied       with only one. There is but such a quantity of merit between them; just       enough to make one good sort of man; and of late it has been shifting       about pretty much. For my part, I am inclined to believe it all Darcy's;       but you shall do as you choose.""","This will not do, [N] you never will be able to make both       of them good for anything. Take your choice, but you must be satisfied       with only one. There is but such a quantity of merit between them; just       enough to make one good sort of man; and of late it has been shifting       about pretty much. For my part, I am inclined to believe it all Darcy's;       but you shall do as you choose."
1271,1271,narrative,"It was some time, however, before a smile could be extorted from Jane.",2104,0,[],[N],[N]
1272,1272,utterance,"""I do not know when I have been more shocked,"" said she. ""Wickham so very       bad! It is almost past belief. And poor Mr. Darcy! Dear Lizzy, only       consider what he must have suffered. Such a disappointment! and with the       knowledge of your ill opinion, too! and having to relate such a thing of       his sister! It is really too distressing. I am sure you must feel it so.""",2108,2,"['""I do not know when I have been more shocked,""', '""Wickham so very       bad! It is almost past belief. And poor Mr. Darcy! Dear Lizzy, only       consider what he must have suffered. Such a disappointment! and with the       knowledge of your ill opinion, too! and having to relate such a thing of       his sister! It is really too distressing. I am sure you must feel it so.""']","""I do not know when I have been more shocked,"" [N] ""Wickham so very       bad! It is almost past belief. And poor Mr Darcy! Dear Lizzy, only       consider what he must have suffered. Such a disappointment! and with the       knowledge of your ill opinion, too! and having to relate such a thing of       his sister! It is really too distressing. I am sure you must feel it so.""","I do not know when I have been more shocked, [N] Wickham so very       bad! It is almost past belief. And poor Mr Darcy! Dear Lizzy, only       consider what he must have suffered. Such a disappointment! and with the       knowledge of your ill opinion, too! and having to relate such a thing of       his sister! It is really too distressing. I am sure you must feel it so."
1273,1273,utterance,"""Oh! no, my regret and compassion are all done away by seeing you so full       of both. I know you will do him such ample justice, that I am growing       every moment more unconcerned and indifferent. Your profusion makes me       saving; and if you lament over him much longer, my heart will be as light       as a feather.""",2110,1,"['""Oh! no, my regret and compassion are all done away by seeing you so full       of both. I know you will do him such ample justice, that I am growing       every moment more unconcerned and indifferent. Your profusion makes me       saving; and if you lament over him much longer, my heart will be as light       as a feather.""']","""Oh! no, my regret and compassion are all done away by seeing you so full       of both. I know you will do him such ample justice, that I am growing       every moment more unconcerned and indifferent. Your profusion makes me       saving; and if you lament over him much longer, my heart will be as light       as a feather.""","Oh! no, my regret and compassion are all done away by seeing you so full       of both. I know you will do him such ample justice, that I am growing       every moment more unconcerned and indifferent. Your profusion makes me       saving; and if you lament over him much longer, my heart will be as light       as a feather."
1274,1274,utterance,"""Poor Wickham! there is such an expression of goodness in his countenance!       such an openness and gentleness in his manner!""",2112,1,"['""Poor Wickham! there is such an expression of goodness in his countenance!       such an openness and gentleness in his manner!""']","""Poor Wickham! there is such an expression of goodness in his countenance!       such an openness and gentleness in his manner!""",Poor Wickham! there is such an expression of goodness in his countenance!       such an openness and gentleness in his manner!
