,utter_1,utter_2,label,chapter_tag
1366,"""It is no such thing. Lydia does not leave me because she is married, but       only because her husband's regiment happens to be so far off. If that had       been nearer, she would not have gone so soon.""","""Well, well, and so Mr Bingley is coming down, sister,""",B-OTHER,Chapter 53
1367,"""Well, well, and so Mr Bingley is coming down, sister,""","""Well, so much the better. Not that       I care about it, though. He is nothing to us, you know, and I am sure I       never want to see him again. But, however, he is very welcome to come to       Netherfield, if he likes it. And who knows what may happen? But       that is nothing to us. You know, sister, we agreed long ago never to       mention a word about it. And so, is it quite certain he is coming?""",B-OTHER,Chapter 53
1368,"""Well, so much the better. Not that       I care about it, though. He is nothing to us, you know, and I am sure I       never want to see him again. But, however, he is very welcome to come to       Netherfield, if he likes it. And who knows what may happen? But       that is nothing to us. You know, sister, we agreed long ago never to       mention a word about it. And so, is it quite certain he is coming?""","""You may depend on it,""",I-OTHER,Chapter 53
1369,"""You may depend on it,""","""for Mrs Nicholls was in       Meryton last night; I saw her passing by, and went out myself on purpose       to know the truth of it; and she told me that it was certain true. He       comes down on Thursday at the latest, very likely on Wednesday. She was       going to the butcher's, she told me, on purpose to order in some meat on       Wednesday, and she has got three couple of ducks just fit to be killed.""",B-OTHER,Chapter 53
1370,"""for Mrs Nicholls was in       Meryton last night; I saw her passing by, and went out myself on purpose       to know the truth of it; and she told me that it was certain true. He       comes down on Thursday at the latest, very likely on Wednesday. She was       going to the butcher's, she told me, on purpose to order in some meat on       Wednesday, and she has got three couple of ducks just fit to be killed.""","""I saw you look at me to-day, Lizzy, when my aunt told us of the present       report; and I know I appeared distressed. But don't imagine it was from       any silly cause. I was only confused for the moment, because I felt that I       should be looked at. I do assure you that the news does not affect       me either with pleasure or pain. I am glad of one thing, that he comes       alone; because we shall see the less of him. Not that I am afraid of myself,       but I dread other people's remarks.""",I-OTHER,Chapter 53
1371,"""I saw you look at me to-day, Lizzy, when my aunt told us of the present       report; and I know I appeared distressed. But don't imagine it was from       any silly cause. I was only confused for the moment, because I felt that I       should be looked at. I do assure you that the news does not affect       me either with pleasure or pain. I am glad of one thing, that he comes       alone; because we shall see the less of him. Not that I am afraid of myself,       but I dread other people's remarks.""","""Yet it is hard,""",B-OTHER,Chapter 53
1372,"""Yet it is hard,""","""that this poor man cannot come       to a house which he has legally hired, without raising all this       speculation! I will leave him to himslf.""",B-OTHER,Chapter 53
1373,"""that this poor man cannot come       to a house which he has legally hired, without raising all this       speculation! I will leave him to himslf.""","""As soon as ever Mr Bingley comes, my dear,""",I-OTHER,Chapter 53
1374,"""As soon as ever Mr Bingley comes, my dear,""","""you will       wait on him of course.""",B-OTHER,Chapter 53
1375,"""you will       wait on him of course.""","""No, no. You forced me into visiting him last year, and promised, if I       went to see him, he should marry one of my daughters. But it ended in       nothing, and I will not be sent on a fool's errand again.""",I-OTHER,Chapter 53
1376,"""No, no. You forced me into visiting him last year, and promised, if I       went to see him, he should marry one of my daughters. But it ended in       nothing, and I will not be sent on a fool's errand again.""","""'Tis an etiquette I despise,""",B-OTHER,Chapter 53
1377,"""'Tis an etiquette I despise,""","""If he wants our society, let him       seek it. He knows where we live. I will not spend my hours in running       after my neighbours every time they go away and come back again.""",B-OTHER,Chapter 53
1378,"""If he wants our society, let him       seek it. He knows where we live. I will not spend my hours in running       after my neighbours every time they go away and come back again.""","""Well, all I know is, that it will be abominably rude if you do not wait       on him. But, however, that shan't prevent my asking him to dine here, I am       determined. We must have Mrs Long and the Gouldings soon. That will make       thirteen with ourselves, so there will be just room at table for him.""",I-OTHER,Chapter 53
1379,"""Well, all I know is, that it will be abominably rude if you do not wait       on him. But, however, that shan't prevent my asking him to dine here, I am       determined. We must have Mrs Long and the Gouldings soon. That will make       thirteen with ourselves, so there will be just room at table for him.""","""I begin to be sorry that he comes at all,""",B-OTHER,Chapter 53
1380,"""I begin to be sorry that he comes at all,""","""It       would be nothing; I could see him with perfect indifference, but I can       hardly bear to hear it thus perpetually talked of. My mother means well;       but she does not know, no one can know, how much I suffer from what she       says. Happy shall I be, when his stay at Netherfield is over!""",B-OTHER,Chapter 53
1381,"""It       would be nothing; I could see him with perfect indifference, but I can       hardly bear to hear it thus perpetually talked of. My mother means well;       but she does not know, no one can know, how much I suffer from what she       says. Happy shall I be, when his stay at Netherfield is over!""","""I wish I could say anything to comfort you,""",I-OTHER,Chapter 53
1382,"""I wish I could say anything to comfort you,""","""but it       is wholly out of my power. You must feel it; and the usual satisfaction of       preaching patience to a sufferer is denied me, because you have always so       much.""",B-OTHER,Chapter 53
1383,"""but it       is wholly out of my power. You must feel it; and the usual satisfaction of       preaching patience to a sufferer is denied me, because you have always so       much.""","""There is a gentleman with him, mamma,""",I-OTHER,Chapter 53
1384,"""There is a gentleman with him, mamma,""","""who can it be?""",B-OTHER,Chapter 53
1385,"""who can it be?""","""Some acquaintance or other, my dear, I suppose; I am sure I do not know.""",I-OTHER,Chapter 53
1386,"""Some acquaintance or other, my dear, I suppose; I am sure I do not know.""","""La!""",B-OTHER,Chapter 53
1387,"""La!""","""it looks just like that man that used to be with him       before. Mr what's-his-name. That tall, proud man.""",B-OTHER,Chapter 53
1388,"""it looks just like that man that used to be with him       before. Mr what's-his-name. That tall, proud man.""","""Good gracious! Mr Darcy!—and so it does, I vow. Well, any friend       of Mr Bingley's will always be welcome here, to be sure; but else I must       say that I hate the very sight of him.""",I-OTHER,Chapter 53
1389,"""Good gracious! Mr Darcy!—and so it does, I vow. Well, any friend       of Mr Bingley's will always be welcome here, to be sure; but else I must       say that I hate the very sight of him.""","""Let me first see how he behaves,""",B-OTHER,Chapter 53
1390,"""Let me first see how he behaves,""","""it will then be early enough       for expectation.""",B-OTHER,Chapter 53
1391,"""Could I expect it to be otherwise!""","""Yet why did he come?""",B-START,Chapter 53
1392,"""Yet why did he come?""","""It is a long time, Mr Bingley, since you went away,""",I-START,Chapter 53
1393,"""It is a long time, Mr Bingley, since you went away,""","""I began to be afraid you would never come back again. People did       say you meant to quit the place entirely at Michaelmas; but, however, I       hope it is not true. A great many changes have happened in the       neighbourhood, since you went away. MissLucas is married and settled. And       one of my own daughters. I suppose you have heard of it; indeed, you must       have seen it in the papers. It was in The Times and The Courier, I know;       though it was not put in as it ought to be. It was only said, 'Lately,       George Wickham, Esq. to MissLydia Bennet,' without there being a syllable       said of her father, or the place where she lived, or anything. It was my       brother Gardiner's drawing up too, and I wonder how he came to make such       an awkward business of it. Did you see it?""",B-OTHER,Chapter 53
1394,"""I began to be afraid you would never come back again. People did       say you meant to quit the place entirely at Michaelmas; but, however, I       hope it is not true. A great many changes have happened in the       neighbourhood, since you went away. MissLucas is married and settled. And       one of my own daughters. I suppose you have heard of it; indeed, you must       have seen it in the papers. It was in The Times and The Courier, I know;       though it was not put in as it ought to be. It was only said, 'Lately,       George Wickham, Esq. to MissLydia Bennet,' without there being a syllable       said of her father, or the place where she lived, or anything. It was my       brother Gardiner's drawing up too, and I wonder how he came to make such       an awkward business of it. Did you see it?""","""It is a delightful thing, to be sure, to have a daughter well married,""",B-OTHER,Chapter 53
1395,"""It is a delightful thing, to be sure, to have a daughter well married,""","""but at the same time, Mr Bingley, it is very hard       to have her taken such a way from me. They are gone down to Newcastle, a       place quite northward, it seems and there they are to stay I do not know       how long. His regiment is there; for I suppose you have heard of his       leaving the ——shire, and of his being gone into the regulars.       Thank Heaven! he has some friends, though perhaps not so many as he       deserves.""",B-OTHER,Chapter 53
1396,"""but at the same time, Mr Bingley, it is very hard       to have her taken such a way from me. They are gone down to Newcastle, a       place quite northward, it seems and there they are to stay I do not know       how long. His regiment is there; for I suppose you have heard of his       leaving the ——shire, and of his being gone into the regulars.       Thank Heaven! he has some friends, though perhaps not so many as he       deserves.""","""When you have killed all your own birds, Mr Bingley,""",I-OTHER,Chapter 53
1397,"""When you have killed all your own birds, Mr Bingley,""","""I beg you will come here, and shoot as many as you please on Mr Bennet's       manor. I am sure he will be vastly happy to oblige you, and will save all       the best of the covies for you.""",B-OTHER,Chapter 53
1398,"""I beg you will come here, and shoot as many as you please on Mr Bennet's       manor. I am sure he will be vastly happy to oblige you, and will save all       the best of the covies for you.""","""The first wish of my heart,""",I-OTHER,Chapter 53
1399,"""The first wish of my heart,""","""is never more to be in       company with either of them. Their society can afford no pleasure that       will atone for such wretchedness as this! Let me never see either one or       the other again!""",B-OTHER,Chapter 53
1400,"""is never more to be in       company with either of them. Their society can afford no pleasure that       will atone for such wretchedness as this! Let me never see either one or       the other again!""","""You are quite a visit in my debt, Mr Bingley,""",I-OTHER,Chapter 53
1401,"""You are quite a visit in my debt, Mr Bingley,""","""for when you       went to town last winter, you promised to take a family dinner with us, as       soon as you returned. I have not forgot, you see; and I assure you, I was       very much disappointed that you did not come back and keep your       engagement.""",B-OTHER,Chapter 53
1402,"""Why, if he came only to be silent, grave, and indifferent,""","""did he come at all?""",B-START,Chapter 54
1403,"""did he come at all?""","""He could be still amiable, still pleasing, to my uncle and aunt, when he       was in town; and why not to me? If he fears me, why come hither? If he no       longer cares for me, why silent? Teasing, teasing, man! I will think no       more about him.""",I-START,Chapter 54
1404,"""He could be still amiable, still pleasing, to my uncle and aunt, when he       was in town; and why not to me? If he fears me, why come hither? If he no       longer cares for me, why silent? Teasing, teasing, man! I will think no       more about him.""","""Now,""",B-OTHER,Chapter 54
1405,"""Now,""","""that this first meeting is over, I feel perfectly easy.       I know my own strength, and I shall never be embarrassed again by his       coming. I am glad he dines here on Tuesday. It will then be publicly seen       that, on both sides, we meet only as common and indifferent acquaintance.""",B-OTHER,Chapter 54
1406,"""that this first meeting is over, I feel perfectly easy.       I know my own strength, and I shall never be embarrassed again by his       coming. I am glad he dines here on Tuesday. It will then be publicly seen       that, on both sides, we meet only as common and indifferent acquaintance.""","""Yes, very indifferent indeed,""",I-OTHER,Chapter 54
1407,"""Yes, very indifferent indeed,""","""Oh, Jane,       take care.""",B-OTHER,Chapter 54
1408,"""Oh, Jane,       take care.""","""My dear Lizzy, you cannot think me so weak, as to be in danger now?""",I-OTHER,Chapter 54
1409,"""My dear Lizzy, you cannot think me so weak, as to be in danger now?""","""I think you are in very great danger of making him as much in love with       you as ever.""",B-OTHER,Chapter 54
1410,"""If he does not come to me, then,""","""I shall give him up       for ever.""",B-START,Chapter 54
1411,"""I shall give him up       for ever.""","""The men shan't come and part us, I am determined. We want none of them;       do we?""",I-START,Chapter 54
1412,"""The men shan't come and part us, I am determined. We want none of them;       do we?""","""A man who has once been refused! How could I ever be foolish enough to       expect a renewal of his love? Is there one among the sex, who would not       protest against such a weakness as a second proposal to the same woman?       There is no indignity so abhorrent to their feelings!""",B-OTHER,Chapter 54
1413,"""A man who has once been refused! How could I ever be foolish enough to       expect a renewal of his love? Is there one among the sex, who would not       protest against such a weakness as a second proposal to the same woman?       There is no indignity so abhorrent to their feelings!""","""Is your sister at Pemberley still?""",B-OTHER,Chapter 54
1414,"""Is your sister at Pemberley still?""","""Yes, she will remain there till Christmas.""",B-OTHER,Chapter 54
1415,"""Yes, she will remain there till Christmas.""","""And quite alone? Have all her friends left her?""",B-OTHER,Chapter 54
1416,"""And quite alone? Have all her friends left her?""","""Mrs Annesley is with her. The others have been gone on to Scarborough,       these three weeks.""",B-OTHER,Chapter 54
1417,"""Well girls,""","""What say       you to the day? I think every thing has passed off uncommonly well, I       assure you. The dinner was as well dressed as any I ever saw. The venison       was roasted to a turn—and everybody said they never saw so fat a       haunch. The soup was fifty times better than what we had at the Lucases'       last week; and even Mr Darcy acknowledged, that the partridges were       remarkably well done; and I suppose he has two or three French cooks at       least. And, my dear Jane, I never saw you look in greater beauty. Mrs       Long said so too, for I asked her whether you did not. And what do you       think she said besides? 'Ah! Mrs Bennet, we shall have her at Netherfield       at last.' She did indeed. I do think Mrs Long is as good a creature as       ever lived—and her nieces are very pretty behaved girls, and not at       all handsome: I like them prodigiously.""",B-START,Chapter 54
1418,"""What say       you to the day? I think every thing has passed off uncommonly well, I       assure you. The dinner was as well dressed as any I ever saw. The venison       was roasted to a turn—and everybody said they never saw so fat a       haunch. The soup was fifty times better than what we had at the Lucases'       last week; and even Mr Darcy acknowledged, that the partridges were       remarkably well done; and I suppose he has two or three French cooks at       least. And, my dear Jane, I never saw you look in greater beauty. Mrs       Long said so too, for I asked her whether you did not. And what do you       think she said besides? 'Ah! Mrs Bennet, we shall have her at Netherfield       at last.' She did indeed. I do think Mrs Long is as good a creature as       ever lived—and her nieces are very pretty behaved girls, and not at       all handsome: I like them prodigiously.""","""It has been a very agreeable day,""",I-START,Chapter 54
1419,"""It has been a very agreeable day,""","""The       party seemed so well selected, so suitable one with the other. I hope we       may often meet again.""",B-OTHER,Chapter 54
1420,"""The       party seemed so well selected, so suitable one with the other. I hope we       may often meet again.""","""Lizzy, you must not do so. You must not suspect me. It mortifies me. I       assure you that I have now learnt to enjoy his conversation as an       agreeable and sensible young man, without having a wish beyond it. I am       perfectly satisfied, from what his manners now are, that he never had any       design of engaging my affection. It is only that he is blessed with       greater sweetness of address, and a stronger desire of generally pleasing,       than any other man.""",I-OTHER,Chapter 54
1421,"""Lizzy, you must not do so. You must not suspect me. It mortifies me. I       assure you that I have now learnt to enjoy his conversation as an       agreeable and sensible young man, without having a wish beyond it. I am       perfectly satisfied, from what his manners now are, that he never had any       design of engaging my affection. It is only that he is blessed with       greater sweetness of address, and a stronger desire of generally pleasing,       than any other man.""","""You are very cruel,""",B-OTHER,Chapter 54
1422,"""You are very cruel,""","""you will not let me smile, and are       provoking me to it every moment.""",B-OTHER,Chapter 54
1423,"""you will not let me smile, and are       provoking me to it every moment.""","""How hard it is in some cases to be believed!""",I-OTHER,Chapter 54
1424,"""How hard it is in some cases to be believed!""","""And how impossible in others!""",B-OTHER,Chapter 54
1425,"""And how impossible in others!""","""But why should you wish to persuade me that I feel more than I       acknowledge?""",B-OTHER,Chapter 54
1426,"""But why should you wish to persuade me that I feel more than I       acknowledge?""","""That is a question which I hardly know how to answer. We all love to       instruct, though we can teach only what is not worth knowing. Forgive me;       and if you persist in indifference, do not make me your confidante.""",B-OTHER,Chapter 54
1427,"""Next time you call,""","""I hope we shall be more lucky.""",B-START,Chapter 55
1428,"""I hope we shall be more lucky.""","""Can you come to-morrow?""",I-START,Chapter 55
1429,"""Can you come to-morrow?""","""My dear Jane, make haste and hurry down. He is come—Mr Bingley is       come. He is, indeed. Make haste, make haste. Here, Sarah, come to Miss     Bennet this moment, and help her on with her gown. Never mind MissLizzy's       hair.""",B-OTHER,Chapter 55
1430,"""My dear Jane, make haste and hurry down. He is come—Mr Bingley is       come. He is, indeed. Make haste, make haste. Here, Sarah, come to Miss     Bennet this moment, and help her on with her gown. Never mind MissLizzy's       hair.""","""We will be down as soon as we can,""",B-OTHER,Chapter 55
1431,"""We will be down as soon as we can,""","""but I dare say Kitty is       forwarder than either of us, for she went up stairs half an hour ago.""",B-OTHER,Chapter 55
1432,"""but I dare say Kitty is       forwarder than either of us, for she went up stairs half an hour ago.""","""Oh! hang Kitty! what has she to do with it? Come be quick, be quick!       Where is your sash, my dear?""",I-OTHER,Chapter 55
1433,"""Oh! hang Kitty! what has she to do with it? Come be quick, be quick!       Where is your sash, my dear?""","""What is the matter mamma? What do you keep winking at me       for? What am I to do?""",B-OTHER,Chapter 55
1434,"""What is the matter mamma? What do you keep winking at me       for? What am I to do?""","""Nothing child, nothing. I did not wink at you.""",I-OTHER,Chapter 55
1435,"""Nothing child, nothing. I did not wink at you.""","""Come here, my love, I want to speak to you,""",B-OTHER,Chapter 55
1436,"""Come here, my love, I want to speak to you,""","""Lizzy, my dear, I want to speak with you.""",I-OTHER,Chapter 55
1437,"""Lizzy, my dear, I want to speak with you.""","""We may as well leave them by themslves you know;""",B-OTHER,Chapter 55
1438,"""We may as well leave them by themslves you know;""","""Kitty and I are going up stairs to sit in my       dressing-room.""",B-OTHER,Chapter 55
1439,"""'Tis too much!""","""by far too much. I do not deserve it. Oh! why       is not everybody as happy?""",B-START,Chapter 55
1440,"""by far too much. I do not deserve it. Oh! why       is not everybody as happy?""","""I must go instantly to my mother;""",I-START,Chapter 55
1441,"""I must go instantly to my mother;""","""I would not on any account       trifle with her affectionate solicitude; or allow her to hear it from       anyone but myself. He is gone to my father already. Oh! Lizzy, to know       that what I have to relate will give such pleasure to all my dear family!       how shall I bear so much happiness!""",B-OTHER,Chapter 55
1442,"""I would not on any account       trifle with her affectionate solicitude; or allow her to hear it from       anyone but myself. He is gone to my father already. Oh! Lizzy, to know       that what I have to relate will give such pleasure to all my dear family!       how shall I bear so much happiness!""","""And this,""",I-OTHER,Chapter 55
1443,"""And this,""","""is the end of all his friend's anxious       circumsection! of all his sister's falsehood and contrivance! the       happiest, wisest, most reasonable end!""",B-OTHER,Chapter 55
1444,"""is the end of all his friend's anxious       circumsection! of all his sister's falsehood and contrivance! the       happiest, wisest, most reasonable end!""","""Where is your sister?""",I-OTHER,Chapter 55
1445,"""Where is your sister?""","""With my mother up stairs. She will be down in a moment, I dare say.""",B-OTHER,Chapter 55
1446,"""Jane, I congratulate you. You will be a very happy woman.""","""You are a good girl;""",B-START,Chapter 55
1447,"""You are a good girl;""","""and I have great pleasure in thinking       you will be so happily settled. I have not a doubt of your doing very well       together. Your tempers are by no means unlike. You are each of you so       complying, that nothing will ever be resolved on; so easy, that every       servant will cheat you; and so generous, that you will always exceed your       income.""",B-OTHER,Chapter 55
1448,"""and I have great pleasure in thinking       you will be so happily settled. I have not a doubt of your doing very well       together. Your tempers are by no means unlike. You are each of you so       complying, that nothing will ever be resolved on; so easy, that every       servant will cheat you; and so generous, that you will always exceed your       income.""","""I hope not so. Imprudence or thoughtlessness in money matters would be       unpardonable in me.""",I-OTHER,Chapter 55
1449,"""I hope not so. Imprudence or thoughtlessness in money matters would be       unpardonable in me.""","""Exceed their income! My dear Mr Bennet,""",B-OTHER,Chapter 55
1450,"""Exceed their income! My dear Mr Bennet,""","""what are you       talking of? Why, he has four or five thousand a year, and very likely       more.""",B-OTHER,Chapter 55
1451,"""what are you       talking of? Why, he has four or five thousand a year, and very likely       more.""","""Oh! my dear, dear Jane, I am so       happy! I am sure I shan't get a wink of sleep all night. I knew how it       would be. I always said it must be so, at last. I was sure you could not       be so beautiful for nothing! I remember, as soon as ever I saw him, when       he first came into Hertfordshire last year, I thought how likely it was       that you should come together. Oh! he is the handsomest young man that       ever was seen!""",I-OTHER,Chapter 55
1452,"""He has made me so happy,""","""by telling me that he       was totally ignorant of my being in town last spring! I had not believed       it possible.""",B-START,Chapter 55
1453,"""by telling me that he       was totally ignorant of my being in town last spring! I had not believed       it possible.""","""I suspected as much,""",I-START,Chapter 55
1454,"""I suspected as much,""","""But how did he account for it?""",B-OTHER,Chapter 55
1455,"""But how did he account for it?""","""It must have been his sister's doing. They were certainly no friends to       his acquaintance with me, which I cannot wonder at, since he might have       chosen so much more advantageously in many respects. But when they see, as       I trust they will, that their brother is happy with me, they will learn to       be contented, and we shall be on good termsagain; though we can never be       what we once were to each other.""",I-OTHER,Chapter 55
1456,"""It must have been his sister's doing. They were certainly no friends to       his acquaintance with me, which I cannot wonder at, since he might have       chosen so much more advantageously in many respects. But when they see, as       I trust they will, that their brother is happy with me, they will learn to       be contented, and we shall be on good termsagain; though we can never be       what we once were to each other.""","""That is the most unforgiving speech,""",B-OTHER,Chapter 55
1457,"""That is the most unforgiving speech,""","""that I ever heard       you utter. Good girl! It would vex me, indeed, to see you again the dupe       of MissBingley's pretended regard.""",B-OTHER,Chapter 55
1458,"""that I ever heard       you utter. Good girl! It would vex me, indeed, to see you again the dupe       of MissBingley's pretended regard.""","""Would you believe it, Lizzy, that when he went to town last November, he       really loved me, and nothing but a persuasion of my being       indifferent would have prevented his coming down again!""",I-OTHER,Chapter 55
1459,"""Would you believe it, Lizzy, that when he went to town last November, he       really loved me, and nothing but a persuasion of my being       indifferent would have prevented his coming down again!""","""He made a little mistake to be sure; but it is to the credit of his       modesty.""",B-OTHER,Chapter 55
1460,"""He made a little mistake to be sure; but it is to the credit of his       modesty.""","""I am certainly the most fortunate creature that ever existed!""",B-OTHER,Chapter 55
1461,"""I am certainly the most fortunate creature that ever existed!""","""Oh! Lizzy, why am I thus singled from my family, and blessed above       them all! If I could but see you as happy! If there were but       such another man for you!""",B-OTHER,Chapter 55
1462,"""Oh! Lizzy, why am I thus singled from my family, and blessed above       them all! If I could but see you as happy! If there were but       such another man for you!""","""If you were to give me forty such men, I never could be so happy as you.       Till I have your disposition, your goodness, I never can have your       happiness. No, no, let me shift for myself; and, perhaps, if I have very       good luck, I may meet with another Mr Collins in time.""",I-OTHER,Chapter 55
1463,"""I hope you are well, MissBennet. That lady, I suppose, is your mother.""","""And that I suppose is one of your sisters.""",B-START,Chapter 56
1464,"""And that I suppose is one of your sisters.""","""Yes, madam,""",B-OTHER,Chapter 56
1465,"""Yes, madam,""","""She       is my youngest girl but one. My youngest of all is lately married, and my       eldest is somewhere about the grounds, walking with a young man who, I       believe, will soon become a part of the family.""",B-OTHER,Chapter 56
1466,"""She       is my youngest girl but one. My youngest of all is lately married, and my       eldest is somewhere about the grounds, walking with a young man who, I       believe, will soon become a part of the family.""","""You have a very small park here,""",I-OTHER,Chapter 56
1467,"""You have a very small park here,""","""It is nothing in comparison of Rosings, my lady, I dare say; but I assure       you it is much larger than Sir William Lucas's.""",B-OTHER,Chapter 56
1468,"""It is nothing in comparison of Rosings, my lady, I dare say; but I assure       you it is much larger than Sir William Lucas's.""","""This must be a most inconvenient sitting room for the evening, in summer;       the windows are full west.""",B-OTHER,Chapter 56
1469,"""This must be a most inconvenient sitting room for the evening, in summer;       the windows are full west.""","""May I take the liberty of asking your ladyship whether you left Mr and       Mrs Collins well.""",B-OTHER,Chapter 56
1470,"""May I take the liberty of asking your ladyship whether you left Mr and       Mrs Collins well.""","""Yes, very well. I saw them the night before last.""",B-OTHER,Chapter 56
1471,"""Yes, very well. I saw them the night before last.""","""MissBennet, there seemed to be a prettyish kind of a little wilderness       on one side of your lawn. I should be glad to take a turn in it, if you       will favour me with your company.""",B-OTHER,Chapter 56
1472,"""MissBennet, there seemed to be a prettyish kind of a little wilderness       on one side of your lawn. I should be glad to take a turn in it, if you       will favour me with your company.""","""Go, my dear,""",B-OTHER,Chapter 56
1473,"""Go, my dear,""","""and show her ladyship about the       different walks. I think she will be pleased with the hermitage.""",B-OTHER,Chapter 56
1474,"""and show her ladyship about the       different walks. I think she will be pleased with the hermitage.""","""How could I ever think her like her nephew?""",I-OTHER,Chapter 56
1475,"""How could I ever think her like her nephew?""","""You can be at no loss, MissBennet, to understand the reason of my       journey hither. Your own heart, your own conscience, must tell you why I       come.""",B-OTHER,Chapter 56
1476,"""You can be at no loss, MissBennet, to understand the reason of my       journey hither. Your own heart, your own conscience, must tell you why I       come.""","""Indeed, you are mistaken, Madam. I have not been at all able to account       for the honour of seeing you here.""",B-OTHER,Chapter 56
1477,"""Indeed, you are mistaken, Madam. I have not been at all able to account       for the honour of seeing you here.""","""MissBennet,""",B-OTHER,Chapter 56
1478,"""MissBennet,""","""you ought to know,       that I am not to be trifled with. But however insincere you may       choose to be, you shall not find me so. My character has ever been       celebrated for its sincerity and frankness, and in a cause of such moment       as this, I shall certainly not depart from it. A report of a most alarming       nature reached me two days ago. I was told that not only your sister was       on the point of being most advantageously married, but that you, that Miss     Elizabeth Bennet, would, in all likelihood, be soon afterwards united to       my nephew, my own nephew, Mr Darcy. Though I know it must be a       scandalous falsehood, though I would not injure him so much as to suppose       the truth of it possible, I instantly resolved on setting off for this       place, that I might make my sentiments known to you.""",B-OTHER,Chapter 56
1479,"""you ought to know,       that I am not to be trifled with. But however insincere you may       choose to be, you shall not find me so. My character has ever been       celebrated for its sincerity and frankness, and in a cause of such moment       as this, I shall certainly not depart from it. A report of a most alarming       nature reached me two days ago. I was told that not only your sister was       on the point of being most advantageously married, but that you, that Miss     Elizabeth Bennet, would, in all likelihood, be soon afterwards united to       my nephew, my own nephew, Mr Darcy. Though I know it must be a       scandalous falsehood, though I would not injure him so much as to suppose       the truth of it possible, I instantly resolved on setting off for this       place, that I might make my sentiments known to you.""","""If you believed it impossible to be true,""",I-OTHER,Chapter 56
1480,"""If you believed it impossible to be true,""","""I wonder you took the trouble of coming so far.       What could your ladyship propose by it?""",B-OTHER,Chapter 56
1481,"""I wonder you took the trouble of coming so far.       What could your ladyship propose by it?""","""At once to insist upon having such a report universally contradicted.""",I-OTHER,Chapter 56
1482,"""At once to insist upon having such a report universally contradicted.""","""Your coming to Longbourn, to see me and my family,""",B-OTHER,Chapter 56
1483,"""Your coming to Longbourn, to see me and my family,""","""will be rather a confirmation of it; if, indeed, such a report is       in existence.""",B-OTHER,Chapter 56
1484,"""will be rather a confirmation of it; if, indeed, such a report is       in existence.""","""If! Do you then pretend to be ignorant of it? Has it not been       industriously circulated by yourselves? Do you not know that such a report       is spread abroad?""",I-OTHER,Chapter 56
1485,"""If! Do you then pretend to be ignorant of it? Has it not been       industriously circulated by yourselves? Do you not know that such a report       is spread abroad?""","""I never heard that it was.""",B-OTHER,Chapter 56
1486,"""I never heard that it was.""","""And can you likewise declare, that there is no foundation for it?""",B-OTHER,Chapter 56
1487,"""And can you likewise declare, that there is no foundation for it?""","""I do not pretend to possess equal frankness with your ladyship. You may       ask questions which I shall not choose to answer.""",B-OTHER,Chapter 56
1488,"""I do not pretend to possess equal frankness with your ladyship. You may       ask questions which I shall not choose to answer.""","""This is not to be borne. MissBennet, I insist on being satisfied. Has       he, has my nephew, made you an offer of marriage?""",B-OTHER,Chapter 56
1489,"""This is not to be borne. MissBennet, I insist on being satisfied. Has       he, has my nephew, made you an offer of marriage?""","""Your ladyship has declared it to be impossible.""",B-OTHER,Chapter 56
1490,"""Your ladyship has declared it to be impossible.""","""It ought to be so; it must be so, while he retains the use of his reason.       But your arts and allurements may, in a moment of infatuation, have made       him forget what he owes to himslf and to all his family. You may have       drawn him in.""",B-OTHER,Chapter 56
1491,"""It ought to be so; it must be so, while he retains the use of his reason.       But your arts and allurements may, in a moment of infatuation, have made       him forget what he owes to himslf and to all his family. You may have       drawn him in.""","""If I have, I shall be the last person to confess it.""",B-OTHER,Chapter 56
1492,"""If I have, I shall be the last person to confess it.""","""MissBennet, do you know who I am? I have not been accustomed to such       language as this. I am almost the nearest relation he has in the world,       and am entitled to know all his dearest concerns.""",B-OTHER,Chapter 56
1493,"""MissBennet, do you know who I am? I have not been accustomed to such       language as this. I am almost the nearest relation he has in the world,       and am entitled to know all his dearest concerns.""","""But you are not entitled to know mine; nor will such behaviour as this,       ever induce me to be explicit.""",B-OTHER,Chapter 56
1494,"""But you are not entitled to know mine; nor will such behaviour as this,       ever induce me to be explicit.""","""Let me be rightly understood. This match, to which you have the       presumption to aspire, can never take place. No, never. Mr Darcy is       engaged to my daughter. Now what have you to say?""",B-OTHER,Chapter 56
1495,"""Let me be rightly understood. This match, to which you have the       presumption to aspire, can never take place. No, never. Mr Darcy is       engaged to my daughter. Now what have you to say?""","""Only this; that if he is so, you can have no reason to suppose he will       make an offer to me.""",B-OTHER,Chapter 56
1496,"""Only this; that if he is so, you can have no reason to suppose he will       make an offer to me.""","""The engagement between them is of a peculiar kind. From their infancy,       they have been intended for each other. It was the favourite wish of his       mother, as well as of hers. While in their cradles, we planned the union:       and now, at the moment when the wishes of both sisters would be       accomplished in their marriage, to be prevented by a young woman of       inferior birth, of no importance in the world, and wholly unallied to the       family! Do you pay no regard to the wishes of his friends? To his tacit       engagement with Missde Bourgh? Are you lost to every feeling of propriety       and delicacy? Have you not heard me say that from his earliest hours he       was destined for his cousin?""",B-OTHER,Chapter 56
