,utter_1,utter_2,label,chapter_tag,split_tag
732,"""And is this all?""","""I expected at least that the pigs       were got into the garden, and here is nothing but Lady Catherine and her       daughter.""",B-START,Chapter 28,validation
733,"""I expected at least that the pigs       were got into the garden, and here is nothing but Lady Catherine and her       daughter.""","""La! my dear,""",I-START,Chapter 28,validation
734,"""La! my dear,""","""it is not Lady       Catherine. The old lady is Mrs Jenkinson, who lives with them; the other       is Missde Bourgh. Only look at her. She is quite a little creature. Who       would have thought that she could be so thin and small?""",B-OTHER,Chapter 28,validation
735,"""it is not Lady       Catherine. The old lady is Mrs Jenkinson, who lives with them; the other       is Missde Bourgh. Only look at her. She is quite a little creature. Who       would have thought that she could be so thin and small?""","""She is abominably rude to keep Charlotte out of doors in all this wind.       Why does she not come in?""",I-OTHER,Chapter 28,validation
736,"""She is abominably rude to keep Charlotte out of doors in all this wind.       Why does she not come in?""","""Oh, Charlotte says she hardly ever does. It is the greatest of favours       when Missde Bourgh comes in.""",B-OTHER,Chapter 28,validation
737,"""Oh, Charlotte says she hardly ever does. It is the greatest of favours       when Missde Bourgh comes in.""","""I like her appearance,""",B-OTHER,Chapter 28,validation
738,"""I like her appearance,""","""She       looks sickly and cross. Yes, she will do for him very well. She will make       him a very proper wife.""",B-OTHER,Chapter 28,validation
739,"""I confess,""","""that I should not have been at all surprised by her       ladyship's asking us on Sunday to drink tea and spend the evening at       Rosings. I rather expected, from my knowledge of her affability, that it       would happen. But who could have foreseen such an attention as this? Who       could have imagined that we should receive an invitation to dine there (an       invitation, moreover, including the whole party) so immediately after your       arrival!""",B-START,Chapter 29,validation
740,"""that I should not have been at all surprised by her       ladyship's asking us on Sunday to drink tea and spend the evening at       Rosings. I rather expected, from my knowledge of her affability, that it       would happen. But who could have foreseen such an attention as this? Who       could have imagined that we should receive an invitation to dine there (an       invitation, moreover, including the whole party) so immediately after your       arrival!""","""I am the less surprised at what has happened,""",I-START,Chapter 29,validation
741,"""I am the less surprised at what has happened,""","""from       that knowledge of what the manners of the great really are, which my       situation in life has allowed me to acquire. About the court, such       instances of elegant breeding are not uncommon.""",B-OTHER,Chapter 29,validation
742,"""Your father's estate is entailed on Mr Collins, I think. For your sake,""","""I am glad of it; but otherwise I see no occasion       for entailing estates from the female line. It was not thought necessary       in Sir Lewis de Bourgh's family. Do you play and sing, MissBennet?""",B-START,Chapter 29,validation
743,"""I am glad of it; but otherwise I see no occasion       for entailing estates from the female line. It was not thought necessary       in Sir Lewis de Bourgh's family. Do you play and sing, MissBennet?""","""A little.""",I-START,Chapter 29,validation
744,"""A little.""","""Oh! then—some time or other we shall be happy to hear you. Our       instrument is a capital one, probably superior to——You shall       try it some day. Do your sisters play and sing?""",B-OTHER,Chapter 29,validation
745,"""Oh! then—some time or other we shall be happy to hear you. Our       instrument is a capital one, probably superior to——You shall       try it some day. Do your sisters play and sing?""","""One of them does.""",B-OTHER,Chapter 29,validation
746,"""One of them does.""","""Why did not you all learn? You ought all to have learned. The MissWebbs       all play, and their father has not so good an income as yours. Do you       draw?""",B-OTHER,Chapter 29,validation
747,"""Why did not you all learn? You ought all to have learned. The MissWebbs       all play, and their father has not so good an income as yours. Do you       draw?""","""No, not at all.""",B-OTHER,Chapter 29,validation
748,"""No, not at all.""","""What, none of you?""",B-OTHER,Chapter 29,validation
749,"""What, none of you?""","""Not one.""",B-OTHER,Chapter 29,validation
750,"""Not one.""","""That is very strange. But I suppose you had no opportunity. Your mother       should have taken you to town every spring for the benefit of masters.""",B-OTHER,Chapter 29,validation
751,"""That is very strange. But I suppose you had no opportunity. Your mother       should have taken you to town every spring for the benefit of masters.""","""My mother would have had no objection, but my father hates London.""",B-OTHER,Chapter 29,validation
752,"""My mother would have had no objection, but my father hates London.""","""Has your governess left you?""",B-OTHER,Chapter 29,validation
753,"""Has your governess left you?""","""We never had any governess.""",B-OTHER,Chapter 29,validation
754,"""We never had any governess.""","""No governess! How was that possible? Five daughters brought up at home       without a governess! I never heard of such a thing. Your mother must have       been quite a slave to your education.""",B-OTHER,Chapter 29,validation
755,"""No governess! How was that possible? Five daughters brought up at home       without a governess! I never heard of such a thing. Your mother must have       been quite a slave to your education.""","""Then, who taught you? who attended to you? Without a governess, you must       have been neglected.""",B-OTHER,Chapter 29,validation
756,"""Then, who taught you? who attended to you? Without a governess, you must       have been neglected.""","""Compared with some families, I believe we were; but such of us as wished       to learn never wanted the means. We were always encouraged to read, and       had all the masters that were necessary. Those who chose to be idle,       certainly might.""",B-OTHER,Chapter 29,validation
757,"""Compared with some families, I believe we were; but such of us as wished       to learn never wanted the means. We were always encouraged to read, and       had all the masters that were necessary. Those who chose to be idle,       certainly might.""","""Aye, no doubt; but that is what a governess will prevent, and if I had       known your mother, I should have advised her most strenuously to engage       one. I always say that nothing is to be done in education without steady       and regular instruction, and nobody but a governess can give it. It is       wonderful how many families I have been the means of supplying in that       way. I am always glad to get a young person well placed out. Four nieces       of Mrs Jenkinson are most delightfully situated through my means; and it       was but the other day that I recommended another young person, who was       merely accidentally mentioned to me, and the family are quite delighted       with her. Mrs Collins, did I tell you of Lady Metcalf's calling yesterday       to thank me? She finds MissPope a treasure. 'Lady Catherine,' said she,       'you have given me a treasure.' Are any of your younger sisters out, Miss     Bennet?""",B-OTHER,Chapter 29,validation
758,"""Aye, no doubt; but that is what a governess will prevent, and if I had       known your mother, I should have advised her most strenuously to engage       one. I always say that nothing is to be done in education without steady       and regular instruction, and nobody but a governess can give it. It is       wonderful how many families I have been the means of supplying in that       way. I am always glad to get a young person well placed out. Four nieces       of Mrs Jenkinson are most delightfully situated through my means; and it       was but the other day that I recommended another young person, who was       merely accidentally mentioned to me, and the family are quite delighted       with her. Mrs Collins, did I tell you of Lady Metcalf's calling yesterday       to thank me? She finds MissPope a treasure. 'Lady Catherine,' said she,       'you have given me a treasure.' Are any of your younger sisters out, Miss     Bennet?""","""Yes, ma'am, all.""",B-OTHER,Chapter 29,validation
759,"""Yes, ma'am, all.""","""All! What, all five out at once? Very odd! And you only the second. The       younger ones out before the elder ones are married! Your younger sisters       must be very young?""",B-OTHER,Chapter 29,validation
760,"""All! What, all five out at once? Very odd! And you only the second. The       younger ones out before the elder ones are married! Your younger sisters       must be very young?""","""Yes, my youngest is not sixteen. Perhaps she is full young to be       much in company. But really, ma'am, I think it would be very hard upon       younger sisters, that they should not have their share of society and       amusement, because the elder may not have the means or inclination to       marry early. The last-born has as good a right to the pleasures of youth       as the first. And to be kept back on such a motive! I think it       would not be very likely to promote sisterly affection or delicacy of       mind.""",B-OTHER,Chapter 29,validation
761,"""Yes, my youngest is not sixteen. Perhaps she is full young to be       much in company. But really, ma'am, I think it would be very hard upon       younger sisters, that they should not have their share of society and       amusement, because the elder may not have the means or inclination to       marry early. The last-born has as good a right to the pleasures of youth       as the first. And to be kept back on such a motive! I think it       would not be very likely to promote sisterly affection or delicacy of       mind.""","""Upon my word,""",B-OTHER,Chapter 29,validation
762,"""Upon my word,""","""you give your opinion very decidedly       for so young a person. Pray, what is your age?""",B-OTHER,Chapter 29,validation
763,"""you give your opinion very decidedly       for so young a person. Pray, what is your age?""","""With three younger sisters grown up,""",I-OTHER,Chapter 29,validation
764,"""With three younger sisters grown up,""","""your       ladyship can hardly expect me to own it.""",B-OTHER,Chapter 29,validation
765,"""your       ladyship can hardly expect me to own it.""","""You cannot be more than twenty, I am sure, therefore you need not conceal       your age.""",I-OTHER,Chapter 29,validation
766,"""You cannot be more than twenty, I am sure, therefore you need not conceal       your age.""","""I am not one-and-twenty.""",B-OTHER,Chapter 29,validation
767,"""What is that you are saying, Fitzwilliam? What is it you are talking of?       What are you telling MissBennet? Let me hear what it is.""","""We are speaking of music, madam,""",B-START,Chapter 31,validation
768,"""We are speaking of music, madam,""","""Of music! Then pray speak aloud. It is of all subjects my delight. I must       have my share in the conversation if you are speaking of music. There are       few people in England, I suppose, who have more true enjoyment of music       than myself, or a better natural taste. If I had ever learnt, I should       have been a great proficient. And so would Anne, if her health had allowed       her to apply. I am confident that she would have performed delightfully.       How does Georgiana get on, Darcy?""",B-OTHER,Chapter 31,validation
769,"""Of music! Then pray speak aloud. It is of all subjects my delight. I must       have my share in the conversation if you are speaking of music. There are       few people in England, I suppose, who have more true enjoyment of music       than myself, or a better natural taste. If I had ever learnt, I should       have been a great proficient. And so would Anne, if her health had allowed       her to apply. I am confident that she would have performed delightfully.       How does Georgiana get on, Darcy?""","""I am very glad to hear such a good account of her,""",B-OTHER,Chapter 31,validation
770,"""I am very glad to hear such a good account of her,""","""and pray tell her from me, that she cannot expect to excel if she does       not practice a good deal.""",B-OTHER,Chapter 31,validation
771,"""and pray tell her from me, that she cannot expect to excel if she does       not practice a good deal.""","""I assure you, madam,""",I-OTHER,Chapter 31,validation
772,"""I assure you, madam,""","""that she does not need such advice.       She practises very constantly.""",B-OTHER,Chapter 31,validation
773,"""that she does not need such advice.       She practises very constantly.""","""So much the better. It cannot be done too much; and when I next write to       her, I shall charge her not to neglect it on any account. I often tell       young ladies that no excellence in music is to be acquired without       constant practice. I have told MissBennet several times, that she will       never play really well unless she practises more; and though Mrs Collins       has no instrument, she is very welcome, as I have often told her, to come       to Rosings every day, and play on the pianoforte in Mrs Jenkinson's room.       She would be in nobody's way, you know, in that part of the house.""",I-OTHER,Chapter 31,validation
774,"""You mean to frighten me, Mr Darcy, by coming in all this state to hear       me? I will not be alarmed though your sister does play so well.       There is a stubbornness about me that never can bear to be frightened at       the will of others. My courage always rises at every attempt to intimidate       me.""","""I shall not say you are mistaken,""",B-START,Chapter 31,validation
775,"""I shall not say you are mistaken,""","""because you could not       really believe me to entertain any design of alarming you; and I have had       the pleasure of your acquaintance long enough to know that you find great       enjoyment in occasionally professing opinions which in fact are not your       own.""",B-OTHER,Chapter 31,validation
776,"""because you could not       really believe me to entertain any design of alarming you; and I have had       the pleasure of your acquaintance long enough to know that you find great       enjoyment in occasionally professing opinions which in fact are not your       own.""","""Your cousin will give you a very pretty notion of me, and       teach you not to believe a word I say. I am particularly unlucky in       meeting with a person so able to expose my real character, in a part of       the world where I had hoped to pass myself off with some degree of credit.       Indeed, Mr Darcy, it is very ungenerous in you to mention all that you       knew to my disadvantage in Hertfordshire—and, give me leave to say,       very impolitic too—for it is provoking me to retaliate, and such       things may come out as will shock your relations to hear.""",I-OTHER,Chapter 31,validation
777,"""Your cousin will give you a very pretty notion of me, and       teach you not to believe a word I say. I am particularly unlucky in       meeting with a person so able to expose my real character, in a part of       the world where I had hoped to pass myself off with some degree of credit.       Indeed, Mr Darcy, it is very ungenerous in you to mention all that you       knew to my disadvantage in Hertfordshire—and, give me leave to say,       very impolitic too—for it is provoking me to retaliate, and such       things may come out as will shock your relations to hear.""","""I am not afraid of you,""",B-OTHER,Chapter 31,validation
778,"""I am not afraid of you,""","""Pray let me hear what you have to accuse him of,""",B-OTHER,Chapter 31,validation
779,"""Pray let me hear what you have to accuse him of,""","""I should like to know how he behaves among strangers.""",B-OTHER,Chapter 31,validation
780,"""I should like to know how he behaves among strangers.""","""You shall hear then—but prepare yourself for something very       dreadful. The first time of my ever seeing him in Hertfordshire, you must       know, was at a ball—and at this ball, what do you think he did? He       danced only four dances, though gentlemen were scarce; and, to my certain       knowledge, more than one young lady was sitting down in want of a partner.       Mr Darcy, you cannot deny the fact.""",I-OTHER,Chapter 31,validation
781,"""You shall hear then—but prepare yourself for something very       dreadful. The first time of my ever seeing him in Hertfordshire, you must       know, was at a ball—and at this ball, what do you think he did? He       danced only four dances, though gentlemen were scarce; and, to my certain       knowledge, more than one young lady was sitting down in want of a partner.       Mr Darcy, you cannot deny the fact.""","""I had not at that time the honour of knowing any lady in the assembly       beyond my own party.""",B-OTHER,Chapter 31,validation
782,"""I had not at that time the honour of knowing any lady in the assembly       beyond my own party.""","""True; and nobody can ever be introduced in a ball-room. Well, Colonel       Fitzwilliam, what do I play next? My fingers wait your orders.""",B-OTHER,Chapter 31,validation
783,"""True; and nobody can ever be introduced in a ball-room. Well, Colonel       Fitzwilliam, what do I play next? My fingers wait your orders.""","""Perhaps,""",B-OTHER,Chapter 31,validation
784,"""Perhaps,""","""I should have judged better, had I sought an       introduction; but I am ill-qualified to recommend myself to strangers.""",B-OTHER,Chapter 31,validation
785,"""I should have judged better, had I sought an       introduction; but I am ill-qualified to recommend myself to strangers.""","""Shall we ask your cousin the reason of this?""",I-OTHER,Chapter 31,validation
786,"""Shall we ask your cousin the reason of this?""","""Shall we ask him why a man of sense and       education, and who has lived in the world, is ill qualified to recommend       himslf to strangers?""",B-OTHER,Chapter 31,validation
787,"""Shall we ask him why a man of sense and       education, and who has lived in the world, is ill qualified to recommend       himslf to strangers?""","""I can answer your question,""",I-OTHER,Chapter 31,validation
788,"""I can answer your question,""","""without applying to him.       It is because he will not give himslf the trouble.""",B-OTHER,Chapter 31,validation
789,"""without applying to him.       It is because he will not give himslf the trouble.""","""I certainly have not the talent which some people possess,""",I-OTHER,Chapter 31,validation
790,"""I certainly have not the talent which some people possess,""","""of conversing easily with those I have never seen before. I cannot catch       their tone of conversation, or appear interested in their concerns, as I       often see done.""",B-OTHER,Chapter 31,validation
791,"""of conversing easily with those I have never seen before. I cannot catch       their tone of conversation, or appear interested in their concerns, as I       often see done.""","""My fingers,""",I-OTHER,Chapter 31,validation
792,"""My fingers,""","""do not move over this instrument in the       masterly manner which I see so many women's do. They have not the same       force or rapidity, and do not produce the same expression. But then I have       always supposed it to be my own fault—because I will not take the       trouble of practising. It is not that I do not believe my fingers       as capable as any other woman's of superior execution.""",B-OTHER,Chapter 31,validation
793,"""do not move over this instrument in the       masterly manner which I see so many women's do. They have not the same       force or rapidity, and do not produce the same expression. But then I have       always supposed it to be my own fault—because I will not take the       trouble of practising. It is not that I do not believe my fingers       as capable as any other woman's of superior execution.""","""You are perfectly right. You have employed your       time much better. No one admitted to the privilege of hearing you can       think anything wanting. We neither of us perform to strangers.""",I-OTHER,Chapter 31,validation
794,"""How very suddenly you all quitted Netherfield last November, Mr Darcy!       It must have been a most agreeable surprise to Mr Bingley to see you all       after him so soon; for, if I recollect right, he went but the day before.       He and his sisters were well, I hope, when you left London?""","""Perfectly so, I thank you.""",B-START,Chapter 32,validation
795,"""Perfectly so, I thank you.""","""I think I have understood that Mr Bingley has not much idea of ever       returning to Netherfield again?""",B-OTHER,Chapter 32,validation
796,"""I think I have understood that Mr Bingley has not much idea of ever       returning to Netherfield again?""","""I have never heard him say so; but it is probable that he may spend very       little of his time there in the future. He has many friends, and is at a       time of life when friends and engagements are continually increasing.""",B-OTHER,Chapter 32,validation
797,"""I have never heard him say so; but it is probable that he may spend very       little of his time there in the future. He has many friends, and is at a       time of life when friends and engagements are continually increasing.""","""If he means to be but little at Netherfield, it would be better for the       neighbourhood that he should give up the place entirely, for then we might       possibly get a settled family there. But, perhaps, Mr Bingley did not       take the house so much for the convenience of the neighbourhood as for his       own, and we must expect him to keep it or quit it on the same principle.""",B-OTHER,Chapter 32,validation
798,"""If he means to be but little at Netherfield, it would be better for the       neighbourhood that he should give up the place entirely, for then we might       possibly get a settled family there. But, perhaps, Mr Bingley did not       take the house so much for the convenience of the neighbourhood as for his       own, and we must expect him to keep it or quit it on the same principle.""","""I should not be surprised,""",B-OTHER,Chapter 32,validation
799,"""I should not be surprised,""","""if he were to give it up as soon       as any eligible purchase offers.""",B-OTHER,Chapter 32,validation
800,"""if he were to give it up as soon       as any eligible purchase offers.""","""This seemsa very comfortable       house. Lady Catherine, I believe, did a great deal to it when Mr Collins       first came to Hunsford.""",I-OTHER,Chapter 32,validation
801,"""This seemsa very comfortable       house. Lady Catherine, I believe, did a great deal to it when Mr Collins       first came to Hunsford.""","""I believe she did—and I am sure she could not have bestowed her       kindness on a more grateful object.""",B-OTHER,Chapter 32,validation
802,"""I believe she did—and I am sure she could not have bestowed her       kindness on a more grateful object.""","""Mr Collins appears to be very fortunate in his choice of a wife.""",B-OTHER,Chapter 32,validation
803,"""Mr Collins appears to be very fortunate in his choice of a wife.""","""Yes, indeed, his friends may well rejoice in his having met with one of       the very few sensible women who would have accepted him, or have made him       happy if they had. My friend has an excellent understanding—though I       am not certain that I consider her marrying Mr Collins as the wisest       thing she ever did. She seemsperfectly happy, however, and in a       prudential light it is certainly a very good match for her.""",B-OTHER,Chapter 32,validation
804,"""Yes, indeed, his friends may well rejoice in his having met with one of       the very few sensible women who would have accepted him, or have made him       happy if they had. My friend has an excellent understanding—though I       am not certain that I consider her marrying Mr Collins as the wisest       thing she ever did. She seemsperfectly happy, however, and in a       prudential light it is certainly a very good match for her.""","""It must be very agreeable for her to be settled within so easy a distance       of her own family and friends.""",B-OTHER,Chapter 32,validation
805,"""It must be very agreeable for her to be settled within so easy a distance       of her own family and friends.""","""An easy distance, do you call it? It is nearly fifty miles.""",B-OTHER,Chapter 32,validation
806,"""An easy distance, do you call it? It is nearly fifty miles.""","""And what is fifty miles of good road? Little more than half a day's       journey. Yes, I call it a very easy distance.""",B-OTHER,Chapter 32,validation
807,"""And what is fifty miles of good road? Little more than half a day's       journey. Yes, I call it a very easy distance.""","""I should never have considered the distance as one of the advantages       of the match,""",B-OTHER,Chapter 32,validation
808,"""I should never have considered the distance as one of the advantages       of the match,""","""I should never have said Mrs Collins was       settled near her family.""",B-OTHER,Chapter 32,validation
809,"""I should never have said Mrs Collins was       settled near her family.""","""It is a proof of your own attachment to Hertfordshire. Anything beyond       the very neighbourhood of Longbourn, I suppose, would appear far.""",I-OTHER,Chapter 32,validation
810,"""It is a proof of your own attachment to Hertfordshire. Anything beyond       the very neighbourhood of Longbourn, I suppose, would appear far.""","""I do not mean to say that a woman may not be settled too near her family.       The far and the near must be relative, and depend on many varying       circumsances. Where there is fortune to make the expenses of travelling       unimportant, distance becomes no evil. But that is not the case here.       Mr and Mrs Collins have a comfortable income, but not such a one as will       allow of frequent journeys—and I am persuaded my friend would not       call herself near her family under less than half the       present distance.""",B-OTHER,Chapter 32,validation
811,"""I do not mean to say that a woman may not be settled too near her family.       The far and the near must be relative, and depend on many varying       circumsances. Where there is fortune to make the expenses of travelling       unimportant, distance becomes no evil. But that is not the case here.       Mr and Mrs Collins have a comfortable income, but not such a one as will       allow of frequent journeys—and I am persuaded my friend would not       call herself near her family under less than half the       present distance.""","""You       cannot have a right to such very strong local attachment. You       cannot have been always at Longbourn.""",B-OTHER,Chapter 32,validation
812,"""You       cannot have a right to such very strong local attachment. You       cannot have been always at Longbourn.""","""Are you pleased with Kent?""",B-OTHER,Chapter 32,validation
813,"""What can be the meaning of this?""","""My dear, Eliza, he must be in love with you, or he would never have       called us in this familiar way.""",B-START,Chapter 32,validation
814,"""I did not know before that you ever walked this way.""","""I have been making the tour of the park,""",B-START,Chapter 33,validation
815,"""I have been making the tour of the park,""","""as I generally do       every year, and intend to close it with a call at the Parsonage. Are you       going much farther?""",B-OTHER,Chapter 33,validation
816,"""as I generally do       every year, and intend to close it with a call at the Parsonage. Are you       going much farther?""","""No, I should have turned in a moment.""",I-OTHER,Chapter 33,validation
817,"""Do you certainly leave Kent on Saturday?""","""Yes—if Darcy does not put it off again. But I am at his disposal.       He arranges the business just as he pleases.""",B-START,Chapter 33,validation
818,"""Yes—if Darcy does not put it off again. But I am at his disposal.       He arranges the business just as he pleases.""","""And if not able to please himslf in the arrangement, he has at least       pleasure in the great power of choice. I do not know anybody who seems      more to enjoy the power of doing what he likes than Mr Darcy.""",B-OTHER,Chapter 33,validation
819,"""And if not able to please himslf in the arrangement, he has at least       pleasure in the great power of choice. I do not know anybody who seems      more to enjoy the power of doing what he likes than Mr Darcy.""","""He likes to have his own way very well,""",B-OTHER,Chapter 33,validation
820,"""He likes to have his own way very well,""","""But so we all do. It is only that he has better means of having it than       many others, because he is rich, and many others are poor. I speak       feelingly. A younger son, you know, must be inured to self-denial and       dependence.""",B-OTHER,Chapter 33,validation
821,"""But so we all do. It is only that he has better means of having it than       many others, because he is rich, and many others are poor. I speak       feelingly. A younger son, you know, must be inured to self-denial and       dependence.""","""In my opinion, the younger son of an earl can know very little of either.       Now seriously, what have you ever known of self-denial and dependence?       When have you been prevented by want of money from going wherever you       chose, or procuring anything you had a fancy for?""",I-OTHER,Chapter 33,validation
822,"""In my opinion, the younger son of an earl can know very little of either.       Now seriously, what have you ever known of self-denial and dependence?       When have you been prevented by want of money from going wherever you       chose, or procuring anything you had a fancy for?""","""These are home questions—and perhaps I cannot say that I have       experienced many hardships of that nature. But in matters of greater       weight, I may suffer from want of money. Younger sons cannot marry where       they like.""",B-OTHER,Chapter 33,validation
823,"""These are home questions—and perhaps I cannot say that I have       experienced many hardships of that nature. But in matters of greater       weight, I may suffer from want of money. Younger sons cannot marry where       they like.""","""Unless where they like women of fortune, which I think they very often       do.""",B-OTHER,Chapter 33,validation
824,"""Unless where they like women of fortune, which I think they very often       do.""","""Our habits of expense make us too dependent, and there are not many in my       rank of life who can afford to marry without some attention to money.""",B-OTHER,Chapter 33,validation
825,"""Our habits of expense make us too dependent, and there are not many in my       rank of life who can afford to marry without some attention to money.""","""Is this,""",B-OTHER,Chapter 33,validation
826,"""Is this,""","""meant for me?""",B-OTHER,Chapter 33,validation
827,"""meant for me?""","""And pray, what is       the usual price of an earl's younger son? Unless the elder brother is very       sickly, I suppose you would not ask above fifty thousand pounds.""",I-OTHER,Chapter 33,validation
828,"""And pray, what is       the usual price of an earl's younger son? Unless the elder brother is very       sickly, I suppose you would not ask above fifty thousand pounds.""","""I imagine your cousin brought you down with him chiefly for the sake of       having someone at his disposal. I wonder he does not marry, to secure a       lasting convenience of that kind. But, perhaps, his sister does as well       for the present, and, as she is under his sole care, he may do what he       likes with her.""",B-OTHER,Chapter 33,validation
829,"""I imagine your cousin brought you down with him chiefly for the sake of       having someone at his disposal. I wonder he does not marry, to secure a       lasting convenience of that kind. But, perhaps, his sister does as well       for the present, and, as she is under his sole care, he may do what he       likes with her.""","""No,""",B-OTHER,Chapter 33,validation
830,"""No,""","""that is an advantage which he must divide       with me. I am joined with him in the guardianship of MissDarcy.""",B-OTHER,Chapter 33,validation
831,"""that is an advantage which he must divide       with me. I am joined with him in the guardianship of MissDarcy.""","""Are you indeed? And pray what sort of guardians do you make? Does your       charge give you much trouble? Young ladies of her age are sometimes a       little difficult to manage, and if she has the true Darcy spirit, she may       like to have her own way.""",I-OTHER,Chapter 33,validation
832,"""Are you indeed? And pray what sort of guardians do you make? Does your       charge give you much trouble? Young ladies of her age are sometimes a       little difficult to manage, and if she has the true Darcy spirit, she may       like to have her own way.""","""You need not be frightened. I never heard any harm of her; and I dare say       she is one of the most tractable creatures in the world. She is a very       great favourite with some ladies of my acquaintance, Mrs Hurst and Miss      Bingley. I think I have heard you say that you know them.""",B-OTHER,Chapter 33,validation
833,"""You need not be frightened. I never heard any harm of her; and I dare say       she is one of the most tractable creatures in the world. She is a very       great favourite with some ladies of my acquaintance, Mrs Hurst and Miss      Bingley. I think I have heard you say that you know them.""","""I know them a little. Their brother is a pleasant gentlemanlike man—he       is a great friend of Darcy's.""",B-OTHER,Chapter 33,validation
834,"""I know them a little. Their brother is a pleasant gentlemanlike man—he       is a great friend of Darcy's.""","""Oh! yes,""",B-OTHER,Chapter 33,validation
835,"""Oh! yes,""","""Mr Darcy is uncommonly kind to Mr       Bingley, and takes a prodigious deal of care of him.""",B-OTHER,Chapter 33,validation
836,"""Mr Darcy is uncommonly kind to Mr       Bingley, and takes a prodigious deal of care of him.""","""Care of him! Yes, I really believe Darcy does take care of him in       those points where he most wants care. From something that he told me in       our journey hither, I have reason to think Bingley very much indebted to       him. But I ought to beg his pardon, for I have no right to suppose that       Bingley was the person meant. It was all conjecture.""",I-OTHER,Chapter 33,validation
837,"""Care of him! Yes, I really believe Darcy does take care of him in       those points where he most wants care. From something that he told me in       our journey hither, I have reason to think Bingley very much indebted to       him. But I ought to beg his pardon, for I have no right to suppose that       Bingley was the person meant. It was all conjecture.""","""What is it you mean?""",B-OTHER,Chapter 33,validation
838,"""What is it you mean?""","""It is a circumsance which Darcy could not wish to be generally known,       because if it were to get round to the lady's family, it would be an       unpleasant thing.""",B-OTHER,Chapter 33,validation
839,"""It is a circumsance which Darcy could not wish to be generally known,       because if it were to get round to the lady's family, it would be an       unpleasant thing.""","""You may depend upon my not mentioning it.""",B-OTHER,Chapter 33,validation
840,"""You may depend upon my not mentioning it.""","""And remember that I have not much reason for supposing it to be Bingley.       What he told me was merely this: that he congratulated himslf on having       lately saved a friend from the inconveniences of a most imprudent       marriage, but without mentioning names or any other particulars, and I       only suspected it to be Bingley from believing him the kind of young man       to get into a scrape of that sort, and from knowing them to have been       together the whole of last summer.""",B-OTHER,Chapter 33,validation
841,"""And remember that I have not much reason for supposing it to be Bingley.       What he told me was merely this: that he congratulated himslf on having       lately saved a friend from the inconveniences of a most imprudent       marriage, but without mentioning names or any other particulars, and I       only suspected it to be Bingley from believing him the kind of young man       to get into a scrape of that sort, and from knowing them to have been       together the whole of last summer.""","""Did Mr Darcy give you reasons for this interference?""",B-OTHER,Chapter 33,validation
842,"""Did Mr Darcy give you reasons for this interference?""","""I understood that there were some very strong objections against the       lady.""",B-OTHER,Chapter 33,validation
843,"""I understood that there were some very strong objections against the       lady.""","""And what arts did he use to separate them?""",B-OTHER,Chapter 33,validation
844,"""And what arts did he use to separate them?""","""He did not talk to me of his own arts,""",B-OTHER,Chapter 33,validation
845,"""He did not talk to me of his own arts,""","""He       only told me what I have now told you.""",B-OTHER,Chapter 33,validation
846,"""He       only told me what I have now told you.""","""I am thinking of what you have been telling me,""",I-OTHER,Chapter 33,validation
847,"""I am thinking of what you have been telling me,""","""Your cousin's       conduct does not suit my feelings. Why was he to be the judge?""",B-OTHER,Chapter 33,validation
848,"""Your cousin's       conduct does not suit my feelings. Why was he to be the judge?""","""You are rather disposed to call his interference officious?""",I-OTHER,Chapter 33,validation
849,"""You are rather disposed to call his interference officious?""","""I do not see what right Mr Darcy had to decide on the propriety of his       friend's inclination, or why, upon his own judgement alone, he was to       determine and direct in what manner his friend was to be happy. But,""",B-OTHER,Chapter 33,validation
850,"""I do not see what right Mr Darcy had to decide on the propriety of his       friend's inclination, or why, upon his own judgement alone, he was to       determine and direct in what manner his friend was to be happy. But,""","""as we know none of the particulars, it       is not fair to condemn him. It is not to be supposed that there was much       affection in the case.""",B-OTHER,Chapter 33,validation
851,"""as we know none of the particulars, it       is not fair to condemn him. It is not to be supposed that there was much       affection in the case.""","""That is not an unnatural surmise,""",I-OTHER,Chapter 33,validation
852,"""That is not an unnatural surmise,""","""but it is a       lessening of the honour of my cousin's triumph very sadly.""",B-OTHER,Chapter 33,validation
853,"""There were some very strong objections against the lady,""","""To Jane herself,""",B-START,Chapter 33,validation
854,"""To Jane herself,""","""there could be no possibility of       objection; all loveliness and goodness as she is!—her understanding       excellent, her mind improved, and her manners captivating. Neither could       anything be urged against my father, who, though with some peculiarities,       has abilities Mr Darcy himslf need not disdain, and respectability which       he will probably never reach.""",B-OTHER,Chapter 33,validation
855,"""In vain I have struggled. It will not do. My feelings will not be       repressed. You must allow me to tell you how ardently I admire and love       you.""","""In such cases as this, it is, I believe, the established mode to express       a sense of obligation for the sentiments avowed, however unequally they       may be returned. It is natural that obligation should be felt, and if I       could feel gratitude, I would now thank you. But I cannot—I       have never desired your good opinion, and you have certainly bestowed it       most unwillingly. I am sorry to have occasioned pain to anyone. It has       been most unconsciously done, however, and I hope will be of short       duration. The feelings which, you tell me, have long prevented the       acknowledgment of your regard, can have little difficulty in overcoming it       after this explanation.""",B-START,Chapter 34,train
