,index,utter_1,utter_2
135,786,"A day or two passed before Jane had courage to speak of her feelings to       Elizabeth; but at last, on Mrs Bennet's leaving them together, after a       longer irritation than usual about Netherfield and its master, she could       not help saying:","""Oh, that my dear mother had more command over herself! She can have no       idea of the pain she gives me by her continual reflections on him. But I       will not repine. It cannot last long. He will be forgot, and we shall all       be as we were before."""
136,787,"""Oh, that my dear mother had more command over herself! She can have no       idea of the pain she gives me by her continual reflections on him. But I       will not repine. It cannot last long. He will be forgot, and we shall all       be as we were before.""","Elizabeth looked at her sister with incredulous solicitude, but said       nothing."
137,788,"Elizabeth looked at her sister with incredulous solicitude, but said       nothing.","""You doubt me,"""
138,789,"""You doubt me,""","With a stronger voice she soon added, "
139,790,"With a stronger voice she soon added, ","""My dear Jane!"""
140,791,"""My dear Jane!""","MissBennet eagerly disclaimed all extraordinary merit, and threw back the       praise on her sister's warm affection."
141,792,"MissBennet eagerly disclaimed all extraordinary merit, and threw back the       praise on her sister's warm affection.","""Nay,"""
142,793,"""Nay,""","""My dear Lizzy, do not give way to such feelings as these. They will ruin       your happiness. You do not make allowance enough for difference of       situation and temper. Consider Mr Collins's respectability, and       Charlotte's steady, prudent character. Remember that she is one of a large       family; that as to fortune, it is a most eligible match; and be ready to       believe, for everybody's sake, that she may feel something like regard and       esteem for our cousin."""
143,794,"""My dear Lizzy, do not give way to such feelings as these. They will ruin       your happiness. You do not make allowance enough for difference of       situation and temper. Consider Mr Collins's respectability, and       Charlotte's steady, prudent character. Remember that she is one of a large       family; that as to fortune, it is a most eligible match; and be ready to       believe, for everybody's sake, that she may feel something like regard and       esteem for our cousin.""","""To oblige you, I would try to believe almost anything, but no one else       could be benefited by such a belief as this; for were I persuaded that       Charlotte had any regard for him, I should only think worse of her       understanding than I now do of her heart. My dear Jane, Mr Collins is a       conceited, pompous, narrow-minded, silly man; you know he is, as well as I       do; and you must feel, as well as I do, that the woman who married him       cannot have a proper way of thinking. You shall not defend her, though it       is Charlotte Lucas. You shall not, for the sake of one individual, change       the meaning of principle and integrity, nor endeavour to persuade yourself       or me, that selfishness is prudence, and insensibility of danger security       for happiness."""
144,795,"""To oblige you, I would try to believe almost anything, but no one else       could be benefited by such a belief as this; for were I persuaded that       Charlotte had any regard for him, I should only think worse of her       understanding than I now do of her heart. My dear Jane, Mr Collins is a       conceited, pompous, narrow-minded, silly man; you know he is, as well as I       do; and you must feel, as well as I do, that the woman who married him       cannot have a proper way of thinking. You shall not defend her, though it       is Charlotte Lucas. You shall not, for the sake of one individual, change       the meaning of principle and integrity, nor endeavour to persuade yourself       or me, that selfishness is prudence, and insensibility of danger security       for happiness.""","""I must think your language too strong in speaking of both,"""
145,796,"""I must think your language too strong in speaking of both,""","""And men take care that they should."""
146,797,"""And men take care that they should.""","""If it is designedly done, they cannot be justified; but I have no idea of       there being so much design in the world as some persons imagine."""
147,798,"""If it is designedly done, they cannot be justified; but I have no idea of       there being so much design in the world as some persons imagine.""","""I am far from attributing any part of Mr Bingley's conduct to design,"""
148,799,"""I am far from attributing any part of Mr Bingley's conduct to design,""","""And do you impute it to either of those?"""
149,800,"""And do you impute it to either of those?""","""Yes; to the last. But if I go on, I shall displease you by saying what I       think of persons you esteem. Stop me whilst you can."""
150,801,"""Yes; to the last. But if I go on, I shall displease you by saying what I       think of persons you esteem. Stop me whilst you can.""","""You persist, then, in supposing his sisters influence him?"""
151,802,"""You persist, then, in supposing his sisters influence him?""","""Yes, in conjunction with his friend."""
152,803,"""Yes, in conjunction with his friend.""","""I cannot believe it. Why should they try to influence him? They can only       wish his happiness; and if he is attached to me, no other woman can secure       it."""
153,804,"""I cannot believe it. Why should they try to influence him? They can only       wish his happiness; and if he is attached to me, no other woman can secure       it.""","""Your first position is false. They may wish many things besides his       happiness; they may wish his increase of wealth and consequence; they may       wish him to marry a girl who has all the importance of money, great       connections, and pride."""
154,805,"""Your first position is false. They may wish many things besides his       happiness; they may wish his increase of wealth and consequence; they may       wish him to marry a girl who has all the importance of money, great       connections, and pride.""","""Beyond a doubt, they do wish him to choose MissDarcy,"""
155,806,"""Beyond a doubt, they do wish him to choose MissDarcy,""",Elizabeth could not oppose such a wish; and from this time Mr Bingley's       name was scarcely ever mentioned between them.
156,807,Elizabeth could not oppose such a wish; and from this time Mr Bingley's       name was scarcely ever mentioned between them.,"Mrs Bennet still continued to wonder and repine at his returning no more,       and though a day seldom passed in which Elizabeth did not account for it       clearly, there was little chance of her ever considering it with less       perplexity. Her daughter endeavoured to convince her of what she did not       believe herself, that his attentions to Jane had been merely the effect of       a common and transient liking, which ceased when he saw her no more; but       though the probability of the statement was admitted at the time, she had       the same story to repeat every day. Mrs Bennet's best comfort was that       Mr Bingley must be down again in the summer."
157,808,"Mrs Bennet still continued to wonder and repine at his returning no more,       and though a day seldom passed in which Elizabeth did not account for it       clearly, there was little chance of her ever considering it with less       perplexity. Her daughter endeavoured to convince her of what she did not       believe herself, that his attentions to Jane had been merely the effect of       a common and transient liking, which ceased when he saw her no more; but       though the probability of the statement was admitted at the time, she had       the same story to repeat every day. Mrs Bennet's best comfort was that       Mr Bingley must be down again in the summer.",Mr Bennet treated the matter differently. 
158,809,Mr Bennet treated the matter differently. ,"""Thank you, sir, but a less agreeable man would satisfy me. We must not       all expect Jane's good fortune."""
159,810,"""Thank you, sir, but a less agreeable man would satisfy me. We must not       all expect Jane's good fortune.""","""True,"""
160,811,"""True,""","Mr Wickham's society was of material service in dispelling the gloom       which the late perverse occurrences had thrown on many of the Longbourn       family. They saw him often, and to his other recommendations was now added       that of general unreserve. The whole of what Elizabeth had already heard,       his claimson Mr Darcy, and all that he had suffered from him, was now       openly acknowledged and publicly canvassed; and everybody was pleased to       know how much they had always disliked Mr Darcy before they had known       anything of the matter."
161,812,"Mr Wickham's society was of material service in dispelling the gloom       which the late perverse occurrences had thrown on many of the Longbourn       family. They saw him often, and to his other recommendations was now added       that of general unreserve. The whole of what Elizabeth had already heard,       his claimson Mr Darcy, and all that he had suffered from him, was now       openly acknowledged and publicly canvassed; and everybody was pleased to       know how much they had always disliked Mr Darcy before they had known       anything of the matter.","MissBennet was the only creature who could suppose there might be any       extenuating circumsances in the case, unknown to the society of       Hertfordshire; her mild and steady candour always pleaded for allowances,       and urged the possibility of mistakes—but by everybody else Mr       Darcy was condemned as the worst of men."
162,813,"MissBennet was the only creature who could suppose there might be any       extenuating circumsances in the case, unknown to the society of       Hertfordshire; her mild and steady candour always pleaded for allowances,       and urged the possibility of mistakes—but by everybody else Mr       Darcy was condemned as the worst of men.",Chapter 25
163,814,Chapter 25,"After a week spent in professions of love and schemes of felicity, Mr       Collins was called from his amiable Charlotte by the arrival of Saturday.       The pain of separation, however, might be alleviated on his side, by       preparations for the reception of his bride; as he had reason to hope,       that shortly after his return into Hertfordshire, the day would be fixed       that was to make him the happiest of men. He took leave of his relations       at Longbourn with as much solemnity as before; wished his fair cousins       health and happiness again, and promised their father another letter of       thanks."
164,815,"After a week spent in professions of love and schemes of felicity, Mr       Collins was called from his amiable Charlotte by the arrival of Saturday.       The pain of separation, however, might be alleviated on his side, by       preparations for the reception of his bride; as he had reason to hope,       that shortly after his return into Hertfordshire, the day would be fixed       that was to make him the happiest of men. He took leave of his relations       at Longbourn with as much solemnity as before; wished his fair cousins       health and happiness again, and promised their father another letter of       thanks.","On the following Monday, Mrs Bennet had the pleasure of receiving her       brother and his wife, who came as usual to spend the Christmas at       Longbourn. Mr Gardiner was a sensible, gentlemanlike man, greatly       superior to his sister, as well by nature as education. The Netherfield       ladies would have had difficulty in believing that a man who lived by       trade, and within view of his own warehouses, could have been so well-bred       and agreeable. Mrs Gardiner, who was several years younger than Mrs       Bennet and Mrs Phillips, was an amiable, intelligent, elegant woman, and       a great favourite with all her Longbourn nieces. Between the two eldest       and herself especially, there subsisted a particular regard. They had       frequently been staying with her in town."
165,816,"On the following Monday, Mrs Bennet had the pleasure of receiving her       brother and his wife, who came as usual to spend the Christmas at       Longbourn. Mr Gardiner was a sensible, gentlemanlike man, greatly       superior to his sister, as well by nature as education. The Netherfield       ladies would have had difficulty in believing that a man who lived by       trade, and within view of his own warehouses, could have been so well-bred       and agreeable. Mrs Gardiner, who was several years younger than Mrs       Bennet and Mrs Phillips, was an amiable, intelligent, elegant woman, and       a great favourite with all her Longbourn nieces. Between the two eldest       and herself especially, there subsisted a particular regard. They had       frequently been staying with her in town.","The first part of Mrs Gardiner's business on her arrival was to       distribute her presents and describe the newest fashions. When this was       done she had a less active part to play. It became her turn to listen.       Mrs Bennet had many grievances to relate, and much to complain of. They       had all been very ill-used since she last saw her sister. Two of her girls       had been upon the point of marriage, and after all there was nothing in       it."
166,817,"The first part of Mrs Gardiner's business on her arrival was to       distribute her presents and describe the newest fashions. When this was       done she had a less active part to play. It became her turn to listen.       Mrs Bennet had many grievances to relate, and much to complain of. They       had all been very ill-used since she last saw her sister. Two of her girls       had been upon the point of marriage, and after all there was nothing in       it.","""I do not blame Jane,"""
167,818,"""I do not blame Jane,""","Mrs Gardiner, to whom the chief of this news had been given before, in       the course of Jane and Elizabeth's correspondence with her, made her       sister a slight answer, and, in compassion to her nieces, turned the       conversation."
168,819,"Mrs Gardiner, to whom the chief of this news had been given before, in       the course of Jane and Elizabeth's correspondence with her, made her       sister a slight answer, and, in compassion to her nieces, turned the       conversation.","When alone with Elizabeth afterwards, she spoke more on the subject. "
169,820,"When alone with Elizabeth afterwards, she spoke more on the subject. ","""An excellent consolation in its way,"""
170,821,"""An excellent consolation in its way,""","""But that expression of 'violently in love' is so hackneyed, so doubtful,       so indefinite, that it gives me very little idea. It is as often applied       to feelings which arise from a half-hour's acquaintance, as to a real,       strong attachment. Pray, how violent was Mr Bingley's love?"""
171,822,"""But that expression of 'violently in love' is so hackneyed, so doubtful,       so indefinite, that it gives me very little idea. It is as often applied       to feelings which arise from a half-hour's acquaintance, as to a real,       strong attachment. Pray, how violent was Mr Bingley's love?""","""I never saw a more promising inclination; he was growing quite       inattentive to other people, and wholly engrossed by her. Every time they       met, it was more decided and remarkable. At his own ball he offended two       or three young ladies, by not asking them to dance; and I spoke to him       twice myself, without receiving an answer. Could there be finer symptoms       Is not general incivility the very essence of love?"""
172,823,"""I never saw a more promising inclination; he was growing quite       inattentive to other people, and wholly engrossed by her. Every time they       met, it was more decided and remarkable. At his own ball he offended two       or three young ladies, by not asking them to dance; and I spoke to him       twice myself, without receiving an answer. Could there be finer symptoms       Is not general incivility the very essence of love?""","""Oh, yes!—of that kind of love which I suppose him to have felt.       Poor Jane! I am sorry for her, because, with her disposition, she may not       get over it immediately. It had better have happened to you, Lizzy;       you would have laughed yourself out of it sooner. But do you think she       would be prevailed upon to go back with us? Change of scene might be of       service—and perhaps a little relief from home may be as useful as       anything."""
173,824,"""Oh, yes!—of that kind of love which I suppose him to have felt.       Poor Jane! I am sorry for her, because, with her disposition, she may not       get over it immediately. It had better have happened to you, Lizzy;       you would have laughed yourself out of it sooner. But do you think she       would be prevailed upon to go back with us? Change of scene might be of       service—and perhaps a little relief from home may be as useful as       anything.""","Elizabeth was exceedingly pleased with this proposal, and felt persuaded       of her sister's ready acquiescence."
174,825,"Elizabeth was exceedingly pleased with this proposal, and felt persuaded       of her sister's ready acquiescence.","""I hope,"""
175,826,"""I hope,""","""And that is quite impossible; for he is now in the custody of his       friend, and Mr Darcy would no more suffer him to call on Jane in such a       part of London! My dear aunt, how could you think of it? Mr Darcy may       perhaps have heard of such a place as Gracechurch Street, but he       would hardly think a month's ablution enough to cleanse him from its       impurities, were he once to enter it; and depend upon it, Mr Bingley       never stirs without him."""
176,827,"""And that is quite impossible; for he is now in the custody of his       friend, and Mr Darcy would no more suffer him to call on Jane in such a       part of London! My dear aunt, how could you think of it? Mr Darcy may       perhaps have heard of such a place as Gracechurch Street, but he       would hardly think a month's ablution enough to cleanse him from its       impurities, were he once to enter it; and depend upon it, Mr Bingley       never stirs without him.""","""So much the better. I hope they will not meet at all. But does not Jane       correspond with his sister? She will not be able to help calling."""
177,828,"""So much the better. I hope they will not meet at all. But does not Jane       correspond with his sister? She will not be able to help calling.""","""She will drop the acquaintance entirely."""
178,829,"""She will drop the acquaintance entirely.""","But in spite of the certainty in which Elizabeth affected to place this       point, as well as the still more interesting one of Bingley's being       withheld from seeing Jane, she felt a solicitude on the subject which       convinced her, on examination, that she did not consider it entirely       hopeless. It was possible, and sometimes she thought it probable, that his       affection might be reanimated, and the influence of his friends       successfully combated by the more natural influence of Jane's attractions."
179,830,"But in spite of the certainty in which Elizabeth affected to place this       point, as well as the still more interesting one of Bingley's being       withheld from seeing Jane, she felt a solicitude on the subject which       convinced her, on examination, that she did not consider it entirely       hopeless. It was possible, and sometimes she thought it probable, that his       affection might be reanimated, and the influence of his friends       successfully combated by the more natural influence of Jane's attractions.","MissBennet accepted her aunt's invitation with pleasure; and the Bingleys       were no otherwise in her thoughts at the same time, than as she hoped by       Caroline's not living in the same house with her brother, she might       occasionally spend a morning with her, without any danger of seeing him."
180,831,"MissBennet accepted her aunt's invitation with pleasure; and the Bingleys       were no otherwise in her thoughts at the same time, than as she hoped by       Caroline's not living in the same house with her brother, she might       occasionally spend a morning with her, without any danger of seeing him.","The Gardiners stayed a week at Longbourn; and what with the Phillipses,       the Lucases, and the officers, there was not a day without its engagement.       Mrs Bennet had so carefully provided for the entertainment of her brother       and sister, that they did not once sit down to a family dinner. When the       engagement was for home, some of the officers always made part of it—of       which officers Mr Wickham was sure to be one; and on these occasions,       Mrs Gardiner, rendered suspicious by Elizabeth's warm commendation,       narrowly observed them both. Without supposing them, from what she saw, to       be very seriously in love, their preference of each other was plain enough       to make her a little uneasy; and she resolved to speak to Elizabeth on the       subject before she left Hertfordshire, and represent to her the imprudence       of encouraging such an attachment."
181,832,"The Gardiners stayed a week at Longbourn; and what with the Phillipses,       the Lucases, and the officers, there was not a day without its engagement.       Mrs Bennet had so carefully provided for the entertainment of her brother       and sister, that they did not once sit down to a family dinner. When the       engagement was for home, some of the officers always made part of it—of       which officers Mr Wickham was sure to be one; and on these occasions,       Mrs Gardiner, rendered suspicious by Elizabeth's warm commendation,       narrowly observed them both. Without supposing them, from what she saw, to       be very seriously in love, their preference of each other was plain enough       to make her a little uneasy; and she resolved to speak to Elizabeth on the       subject before she left Hertfordshire, and represent to her the imprudence       of encouraging such an attachment.","To Mrs Gardiner, Wickham had one means of affording pleasure, unconnected       with his general powers. About ten or a dozen years ago, before her       marriage, she had spent a considerable time in that very part of       Derbyshire to which he belonged. They had, therefore, many acquaintances       in common; and though Wickham had been little there since the death of       Darcy's father, it was yet in his power to give her fresher intelligence       of her former friends than she had been in the way of procuring."
182,833,"To Mrs Gardiner, Wickham had one means of affording pleasure, unconnected       with his general powers. About ten or a dozen years ago, before her       marriage, she had spent a considerable time in that very part of       Derbyshire to which he belonged. They had, therefore, many acquaintances       in common; and though Wickham had been little there since the death of       Darcy's father, it was yet in his power to give her fresher intelligence       of her former friends than she had been in the way of procuring.","Mrs Gardiner had seen Pemberley, and known the late Mr Darcy by       character perfectly well. Here consequently was an inexhaustible subject       of discourse. In comparing her recollection of Pemberley with the minute       description which Wickham could give, and in bestowing her tribute of       praise on the character of its late possessor, she was delighting both him       and herself. On being made acquainted with the present Mr Darcy's       treatment of him, she tried to remember some of that gentleman's reputed       disposition when quite a lad which might agree with it, and was confident       at last that she recollected having heard Mr Fitzwilliam Darcy formerly       spoken of as a very proud, ill-natured boy."
183,834,"Mrs Gardiner had seen Pemberley, and known the late Mr Darcy by       character perfectly well. Here consequently was an inexhaustible subject       of discourse. In comparing her recollection of Pemberley with the minute       description which Wickham could give, and in bestowing her tribute of       praise on the character of its late possessor, she was delighting both him       and herself. On being made acquainted with the present Mr Darcy's       treatment of him, she tried to remember some of that gentleman's reputed       disposition when quite a lad which might agree with it, and was confident       at last that she recollected having heard Mr Fitzwilliam Darcy formerly       spoken of as a very proud, ill-natured boy.",Chapter 26
184,835,Chapter 26,"Mrs Gardiner's caution to Elizabeth was punctually and kindly given on       the first favourable opportunity of speaking to her alone; after honestly       telling her what she thought, she thus went on:"
185,836,"Mrs Gardiner's caution to Elizabeth was punctually and kindly given on       the first favourable opportunity of speaking to her alone; after honestly       telling her what she thought, she thus went on:","""You are too sensible a girl, Lizzy, to fall in love merely because you       are warned against it; and, therefore, I am not afraid of speaking openly.       Seriously, I would have you be on your guard. Do not involve yourself or       endeavour to involve him in an affection which the want of fortune would       make so very imprudent. I have nothing to say against him; he is a       most interesting young man; and if he had the fortune he ought to have, I       should think you could not do better. But as it is, you must not let your       fancy run away with you. You have sense, and we all expect you to use it.       Your father would depend on your resolution and good conduct, I am       sure. You must not disappoint your father."""
186,837,"""You are too sensible a girl, Lizzy, to fall in love merely because you       are warned against it; and, therefore, I am not afraid of speaking openly.       Seriously, I would have you be on your guard. Do not involve yourself or       endeavour to involve him in an affection which the want of fortune would       make so very imprudent. I have nothing to say against him; he is a       most interesting young man; and if he had the fortune he ought to have, I       should think you could not do better. But as it is, you must not let your       fancy run away with you. You have sense, and we all expect you to use it.       Your father would depend on your resolution and good conduct, I am       sure. You must not disappoint your father.""","""My dear aunt, this is being serious indeed."""
187,838,"""My dear aunt, this is being serious indeed.""","""Yes, and I hope to engage you to be serious likewise."""
188,839,"""Yes, and I hope to engage you to be serious likewise.""","""Well, then, you need not be under any alarm. I will take care of myself,       and of Mr Wickham too. He shall not be in love with me, if I can prevent       it."""
189,840,"""Well, then, you need not be under any alarm. I will take care of myself,       and of Mr Wickham too. He shall not be in love with me, if I can prevent       it.""","""Elizabeth, you are not serious now."""
190,841,"""Elizabeth, you are not serious now.""","""I beg your pardon, I will try again. At present I am not in love with Mr       Wickham; no, I certainly am not. But he is, beyond all comparison, the       most agreeable man I ever saw—and if he becomes really attached to       me—I believe it will be better that he should not. I see the       imprudence of it. Oh! that abominable Mr Darcy! My father's       opinion of me does me the greatest honour, and I should be miserable to       forfeit it. My father, however, is partial to Mr Wickham. In short, my       dear aunt, I should be very sorry to be the means of making any of you       unhappy; but since we see every day that where there is affection, young       people are seldom withheld by immediate want of fortune from entering into       engagements with each other, how can I promise to be wiser than so many of       my fellow-creatures if I am tempted, or how am I even to know that it       would be wisdom to resist? All that I can promise you, therefore, is not       to be in a hurry. I will not be in a hurry to believe myself his first       object. When I am in company with him, I will not be wishing. In short, I       will do my best."""
191,842,"""I beg your pardon, I will try again. At present I am not in love with Mr       Wickham; no, I certainly am not. But he is, beyond all comparison, the       most agreeable man I ever saw—and if he becomes really attached to       me—I believe it will be better that he should not. I see the       imprudence of it. Oh! that abominable Mr Darcy! My father's       opinion of me does me the greatest honour, and I should be miserable to       forfeit it. My father, however, is partial to Mr Wickham. In short, my       dear aunt, I should be very sorry to be the means of making any of you       unhappy; but since we see every day that where there is affection, young       people are seldom withheld by immediate want of fortune from entering into       engagements with each other, how can I promise to be wiser than so many of       my fellow-creatures if I am tempted, or how am I even to know that it       would be wisdom to resist? All that I can promise you, therefore, is not       to be in a hurry. I will not be in a hurry to believe myself his first       object. When I am in company with him, I will not be wishing. In short, I       will do my best.""","""Perhaps it will be as well if you discourage his coming here so very       often. At least, you should not remind your mother of inviting       him."""
192,843,"""Perhaps it will be as well if you discourage his coming here so very       often. At least, you should not remind your mother of inviting       him.""","""As I did the other day,"""
193,844,"""As I did the other day,""","Her aunt assured her that she was, and Elizabeth having thanked her for       the kindness of her hints, they parted; a wonderful instance of advice       being given on such a point, without being resented."
194,845,"Her aunt assured her that she was, and Elizabeth having thanked her for       the kindness of her hints, they parted; a wonderful instance of advice       being given on such a point, without being resented.","Mr Collins returned into Hertfordshire soon after it had been quitted by       the Gardiners and Jane; but as he took up his abode with the Lucases, his       arrival was no great inconvenience to Mrs Bennet. His marriage was now       fast approaching, and she was at length so far resigned as to think it       inevitable, and even repeatedly to say, in an ill-natured tone, that she "
195,846,"Mr Collins returned into Hertfordshire soon after it had been quitted by       the Gardiners and Jane; but as he took up his abode with the Lucases, his       arrival was no great inconvenience to Mrs Bennet. His marriage was now       fast approaching, and she was at length so far resigned as to think it       inevitable, and even repeatedly to say, in an ill-natured tone, that she ","""I shall depend on hearing from you very often, Eliza."""
196,847,"""I shall depend on hearing from you very often, Eliza.""","""That you certainly shall."""
197,848,"""That you certainly shall.""","""And I have another favour to ask you. Will you come and see me?"""
198,849,"""And I have another favour to ask you. Will you come and see me?""","""We shall often meet, I hope, in Hertfordshire."""
199,850,"""We shall often meet, I hope, in Hertfordshire.""","""I am not likely to leave Kent for some time. Promise me, therefore, to       come to Hunsford."""
200,851,"""I am not likely to leave Kent for some time. Promise me, therefore, to       come to Hunsford.""","Elizabeth could not refuse, though she foresaw little pleasure in the       visit."
201,852,"Elizabeth could not refuse, though she foresaw little pleasure in the       visit.","""My father and Maria are coming to me in March,"""
202,853,"""My father and Maria are coming to me in March,""","The wedding took place; the bride and bridegroom set off for Kent from the       church door, and everybody had as much to say, or to hear, on the subject       as usual. Elizabeth soon heard from her friend; and their correspondence       was as regular and frequent as it had ever been; that it should be equally       unreserved was impossible. Elizabeth could never address her without       feeling that all the comfort of intimacy was over, and though determined       not to slacken as a correspondent, it was for the sake of what had been,       rather than what was. Charlotte's first letters were received with a good       deal of eagerness; there could not but be curiosity to know how she would       speak of her new home, how she would like Lady Catherine, and how happy       she would dare pronounce herself to be; though, when the letters were       read, Elizabeth felt that Charlotte expressed herself on every point       exactly as she might have foreseen. She wrote cheerfully, seemed       surrounded with comforts, and mentioned nothing which she could not       praise. The house, furniture, neighbourhood, and roads, were all to her       taste, and Lady Catherine's behaviour was most friendly and obliging. It       was Mr Collins's picture of Hunsford and Rosings rationally softened; and       Elizabeth perceived that she must wait for her own visit there to know the       rest."
203,854,"The wedding took place; the bride and bridegroom set off for Kent from the       church door, and everybody had as much to say, or to hear, on the subject       as usual. Elizabeth soon heard from her friend; and their correspondence       was as regular and frequent as it had ever been; that it should be equally       unreserved was impossible. Elizabeth could never address her without       feeling that all the comfort of intimacy was over, and though determined       not to slacken as a correspondent, it was for the sake of what had been,       rather than what was. Charlotte's first letters were received with a good       deal of eagerness; there could not but be curiosity to know how she would       speak of her new home, how she would like Lady Catherine, and how happy       she would dare pronounce herself to be; though, when the letters were       read, Elizabeth felt that Charlotte expressed herself on every point       exactly as she might have foreseen. She wrote cheerfully, seemed       surrounded with comforts, and mentioned nothing which she could not       praise. The house, furniture, neighbourhood, and roads, were all to her       taste, and Lady Catherine's behaviour was most friendly and obliging. It       was Mr Collins's picture of Hunsford and Rosings rationally softened; and       Elizabeth perceived that she must wait for her own visit there to know the       rest.","Jane had already written a few lines to her sister to announce their safe       arrival in London; and when she wrote again, Elizabeth hoped it would be       in her power to say something of the Bingleys."
204,855,"Jane had already written a few lines to her sister to announce their safe       arrival in London; and when she wrote again, Elizabeth hoped it would be       in her power to say something of the Bingleys.","Her impatience for this second letter was as well rewarded as impatience       generally is. Jane had been a week in town without either seeing or       hearing from Caroline. She accounted for it, however, by supposing that       her last letter to her friend from Longbourn had by some accident been       lost."
205,856,"Her impatience for this second letter was as well rewarded as impatience       generally is. Jane had been a week in town without either seeing or       hearing from Caroline. She accounted for it, however, by supposing that       her last letter to her friend from Longbourn had by some accident been       lost.","""My aunt,"""
206,857,"""My aunt,""","She wrote again when the visit was paid, and she had seen MissBingley. "
207,858,"She wrote again when the visit was paid, and she had seen MissBingley. ",Elizabeth shook her head over this letter. It convinced her that accident       only could discover to Mr Bingley her sister's being in town.
208,859,Elizabeth shook her head over this letter. It convinced her that accident       only could discover to Mr Bingley her sister's being in town.,"Four weeks passed away, and Jane saw nothing of him. She endeavoured to       persuade herself that she did not regret it; but she could no longer be       blind to MissBingley's inattention. After waiting at home every morning       for a fortnight, and inventing every evening a fresh excuse for her, the       visitor did at last appear; but the shortness of her stay, and yet more,       the alteration of her manner would allow Jane to deceive herself no       longer. The letter which she wrote on this occasion to her sister will       prove what she felt."
209,860,"Four weeks passed away, and Jane saw nothing of him. She endeavoured to       persuade herself that she did not regret it; but she could no longer be       blind to MissBingley's inattention. After waiting at home every morning       for a fortnight, and inventing every evening a fresh excuse for her, the       visitor did at last appear; but the shortness of her stay, and yet more,       the alteration of her manner would allow Jane to deceive herself no       longer. The letter which she wrote on this occasion to her sister will       prove what she felt.","""My dearest Lizzy will, I am sure, be incapable of triumphing in her       better judgement, at my expense, when I confess myself to have been       entirely deceived in MissBingley's regard for me. But, my dear sister,       though the event has proved you right, do not think me obstinate if I       still assert that, considering what her behaviour was, my confidence was       as natural as your suspicion. I do not at all comprehend her reason for       wishing to be intimate with me; but if the same circumsances were to       happen again, I am sure I should be deceived again. Caroline did not       return my visit till yesterday; and not a note, not a line, did I receive       in the meantime. When she did come, it was very evident that she had no       pleasure in it; she made a slight, formal apology, for not calling before,       said not a word of wishing to see me again, and was in every respect so       altered a creature, that when she went away I was perfectly resolved to       continue the acquaintance no longer. I pity, though I cannot help blaming       her. She was very wrong in singling me out as she did; I can safely say       that every advance to intimacy began on her side. But I pity her, because       she must feel that she has been acting wrong, and because I am very sure       that anxiety for her brother is the cause of it. I need not explain myself       farther; and though we know this anxiety to be quite needless, yet       if she feels it, it will easily account for her behaviour to me; and so       deservedly dear as he is to his sister, whatever anxiety she must feel on       his behalf is natural and amiable. I cannot but wonder, however, at her       having any such fears now, because, if he had at all cared about me, we       must have met, long ago. He knows of my being in town, I am certain, from       something she said herself; and yet it would seem, by her manner of       talking, as if she wanted to persuade herself that he is really partial to       MissDarcy. I cannot understand it. If I were not afraid of judging       harshly, I should be almost tempted to say that there is a strong       appearance of duplicity in all this. But I will endeavour to banish every       painful thought, and think only of what will make me happy—your       affection, and the invariable kindness of my dear uncle and aunt. Let me       hear from you very soon. MissBingley said something of his never       returning to Netherfield again, of giving up the house, but not with any       certainty. We had better not mention it. I am extremely glad that you have       such pleasant accounts from our friends at Hunsford. Pray go to see them,       with Sir William and Maria. I am sure you will be very comfortable there.—Yours,       etc."""
